"","name","tags","service","environment","taste","price","review_number","address","features","stars"
"4","夏苑","中餐 ","9.3","9.3","9.1","793","193封点评","莱佛士道7号丽思卡尔顿美年酒店3层
              +65-64345286
        ","67人推荐
荔枝乌龙茶
39人推荐
龙虾泡饭
37人推荐
香煎日本顶级和牛
","五星商户"
"5","芽笼九巷活田鸡","中餐 ","7.7","7.1","9","181","628封点评","芽笼九巷7号
              +65-81369858
        ","163人推荐
田鸡粥
142人推荐
宫保田鸡
96人推荐
姜葱田鸡
","准五星商户"
"6","结霜桥叻沙","小吃快餐 ","7.7","7.2","8.9","19","448封点评","Blk 27 Jalan Berseh #01-100
              +65-85655559
        ","160人推荐
结霜桥叻沙
13人推荐
乌打
9人推荐
椰浆饭
","准五星商户"
"7","椰子俱乐部","东南亚菜 ","9","8.7","8.7","120","78封点评","Singapore,Singapore,No. 6 Ann Siang Hill,069787
              +65-66352999
        ","28人推荐
（马来）香料炸鸡椰浆饭
22人推荐
珍多冰
17人推荐
娘惹糕
","准五星商户"
"8","小陈故事","小吃快餐 ","8.7","8.5","8.8","77","216封点评","里峇峇利路3号克拉码头E座1层08
              +65-63360939
        ","72人推荐
肉骨茶
33人推荐
海南白切鸡
21人推荐
大肠
","准五星商户"
"9","小红楼(克拉码头店)","海鲜 ","9","8.9","9","542","237封点评","3C, River Valley Road #01-02/03, The Cannery Singapore 179022
              +65-64423112
        ","54人推荐
辣椒蟹
46人推荐
麦片虾
21人推荐
炒蟹
","五星商户"
"10","三巡海南鸡饭","海南鸡饭 东南亚菜 ","7.6","7.7","8","49","130封点评","港湾站 098585,新加坡海滨步行街1怡丰城#03-01
              
        ","39人推荐
海南鸡饭
20人推荐
鸳鸯鸡饭
9人推荐
海南鸡
","四星商户"
"11","亚坤(裕廊中心店)","面包甜点 小吃快餐 ","7.6","7.6","8.6","30","572封点评","裕廊西环路21裕廊中心购物中心#02-K1/K2
              67928146
        ","168人推荐
kaya面包
122人推荐
生熟蛋
66人推荐
咖椰烤面包
","准五星商户"
"12","亚坤(珍珠大厦店)","面包甜点 小吃快餐 ","8.4","8.1","9","32","350封点评","余东旋街60号珍珠大厦一层
              +65-65358266
        ","112人推荐
咖椰土司
54人推荐
奶茶
21人推荐
咖啡
","五星商户"
"13","Man Man Japanese Unagi Restaur...","日本料理 ","8.5","8.6","9.1","212","220封点评","1 Keong Saik Road #01-01 Singapore 089109
              +65-62220678
        ","56人推荐
鳗鱼三吃
44人推荐
鳗鱼饭
23人推荐
Hitsumabushi
","五星商户"
"14","阿秋甜品(武吉士店)","甜点 ","8.7","8.6","9","41","536封点评","#01-10/11 Liang Seah Place, 1 Liang Seah Street
              +60-6-63398198
        ","139人推荐
榴莲西米露
54人推荐
杨枝甘露榴莲球
52人推荐
杨枝甘露
","五星商户"
"0","无招牌海鲜餐厅(滨海艺术中心店)","海鲜 ","7.2","7.9","7.9","717","1298封点评","莱佛士大路8滨海艺术中心#01-14/16
              +65-63369959
        ","181人推荐
麦片虾
179人推荐
辣椒螃蟹
129人推荐
白胡椒炒蟹
","四星商户"
"1","莆田餐厅(ION)","中餐 东南亚菜 ","9","8.8","8.9","388","231封点评","2 Orchard Turn, #04-12, ION Orchard, S238801
              +65-65094296
        ","48人推荐
椒盐猪手
40人推荐
百秒黄花鱼
40人推荐
海鲜卤面
","五星商户"
"2","面包冰淇淋","冰淇淋 ","8.9","8.6","9","8","172封点评","新加坡滨海湾螺旋桥
              
        ","30人推荐
榴莲面包冰淇淋
21人推荐
榴莲味饼干冰淇淋
17人推荐
巧克力威化冰淇淋
","五星商户"
"3","Lady M Cake Boutique(乌节中央...","甜点 ","8.4","9","8.9","92","1857封点评","181 Orchard Road, Orchard Central, #01-27 & #02-07
              +65-64435717
        ","401人推荐
招牌千层
361人推荐
抹茶千层
141人推荐
巧克力千层
","准五星商户"
"4","吐司工坊(来福士城店)","东南亚菜 新加坡菜 ","8.3","8.5","8.8","49","127封点评","来福士城地下一层44A
              +65-63394434
        ","28人推荐
咖椰酱夹吐司
22人推荐
叻沙面线
16人推荐
奶茶
","准五星商户"
"5","亚华欧南园肉骨茶","东南亚菜 ","8.7","7.8","9","50","152封点评","#01-05/07 PSA Tanjong Pagar Complex, 7 Keppel Rd
              +65-62229610
        ","47人推荐
肉骨茶
30人推荐
油条
18人推荐
卤猪脚
","五星商户"
"6","珍宝海鲜(登喜丘店)","海鲜 ","9.1","9","9.2","341","376封点评","Block 11 Dempsey Road #01-16, Dempsey Hill
              
        ","118人推荐
辣椒蟹
80人推荐
麦片虾
71人推荐
黑胡椒蟹
","五星商户"
"7","麦士威食物中心","小吃快餐 ","7.5","7.1","8.6","46","674封点评","卡达耶纳卢尔街1号
              +65-62255632
        ","153人推荐
天天海南鸡饭
132人推荐
老伴豆花
65人推荐
鲜榨甘蔗汁
","准五星商户"
"8","老曾记(怡丰城店)","小吃快餐 ","8.4","8.4","8.7","22","135封点评","#B2-K12, 怡丰城，海滨步行街
              63032349
        ","36人推荐
咖喱饺
19人推荐
鱼丸
8人推荐
鸡块
","准五星商户"
"9","正瑞记海南鸡饭","中餐 ","7.6","7.4","7.9","65","111封点评","25 Seah Street
              +65-63361042
        ","32人推荐
海南鸡饭
17人推荐
甘榜鸡烧鸡双拼（半只鸡）
9人推荐
薏米水
","四星商户"
"10","如意(圣淘沙名胜世界店)","中餐 ","8.2","8.2","8.3","99","295封点评","098138,新加坡圣淘沙关口
              +65-68846613
        ","41人推荐
牛肉牛腩面
34人推荐
laksa叻沙
20人推荐
如意炒饭
","四星商户"
"11","Muthu s Curry","印度菜 ","8.5","9","8","152","142封点评","138 Race Course Road
              63921722
        ","41人推荐
咖喱鱼头
31人推荐
Naan
9人推荐
Chicken
","四星商户"
"12","百年酿豆腐","东南亚菜 ","8.1","7","9","28","96封点评","270 Queen Street #01-106 Albert Centre Market & Food Centre Singapore 180270
              
        ","21人推荐
豆腐
15人推荐
苦瓜肉
10人推荐
小料蘸酱
","准五星商户"
"13","南洋老咖啡(牛车水店)","咖啡厅 ","8.5","8.6","8.9","27","598封点评","南桥路268号
              +65-1-62216973
        ","110人推荐
咖啡
58人推荐
吐司
29人推荐
冰沙奶茶
","五星商户"
"14","添好运(Pacific Plaza)","茶餐厅 粤菜 ","8.3","8.7","8.8","112","111封点评","#2-10/11/12/13, Pacific Plaza, 9 Scotts Road
              +65-66942000
        ","26人推荐
叉烧包
15人推荐
鲍汁凤爪
11人推荐
叉烧肠粉
","准五星商户"
"0","同乐轩","中餐 ","9","9.1","9.1","417","144封点评","Resorts World Sentosa, 26 Sentosa Gateway #02-142/143 | Hotel Michael, Lobby Level
              +65-68847888
        ","40人推荐
咸蛋黄炸鱼皮
22人推荐
瑤柱花胶汤
21人推荐
辣椒螃蟹
","五星商户"
"1","龍海鲜螃蟹王(大巴窑)","海鲜 中餐 ","8.4","8.1","9.1","385","233封点评","15 Lorong 8 Toa Payoh, #01-01, Singapore, 319262
              +65-65543453
        ","25人推荐
砂煲螃蟹米粉汤
13人推荐
咸蛋虾
10人推荐
辣椒蟹
","五星商户"
"2","101花果山山芭榴莲(史密斯街店)","水果生鲜 ","7.8","7.4","8.2","172","217封点评","050335,新加坡史密斯街335牛车水大厦#01-300/301/303
              62262023
        ","32人推荐
猫山王榴莲
17人推荐
黑金榴莲
6人推荐
椰子
","四星商户"
"3","文东记(里岜岜利分店)","东南亚菜 新加坡菜 ","8.6","8.2","8.9","151","353封点评","里岜岜利路425
              +65-673-63213
        ","92人推荐
白切鸡
86人推荐
鸡饭
40人推荐
麦片虾
","准五星商户"
"4","吐司工坊(Esplanade)","东南亚菜 新加坡菜 ","8.4","8.2","8.5","47","67封点评","8 Raffles Ave, #01-01/03 Esplanade Mall, 新加坡 039802
              63386854
        ","11人推荐
咖椰吐司
10人推荐
barley 薏米水
8人推荐
Laksa
","准五星商户"
"5","NAM NAM Noodle Bar(莱佛士城店)","东南亚菜 ","7.8","8","8.4","83","152封点评","桥北路252号莱佛士城购物中心B1-46/47
              +65-63360500
        ","30人推荐
牛肉河粉
14人推荐
越南粉
13人推荐
牛杂粉
","四星商户"
"6","莆田餐厅(Raffles City)","中餐 东南亚菜 ","8.8","8.8","9","275","111封点评","252 North Bridge Road, #02-18, S179103
              +65-63362184
        ","26人推荐
莆田卤面
23人推荐
椒盐猪手
17人推荐
九转小肠
","准五星商户"
"7","Tino's Pizza Cafe(圣淘沙名胜世...","西餐 ","9","9.1","9","144","83封点评","26 Sentosa Gateway, #01-206 | Resort World Sentosa, Singapore 098138, Singapore
              6565705812
        ","11人推荐
榴莲披萨
9人推荐
芝士薯条
8人推荐
鸡翅
","五星商户"
"8","夏宫","中餐 ","9","9","9","475","36封点评","1 Cuscaden Road | 3F The Regent Singapore
              
        ","3人推荐
花胶汤
2人推荐
和牛
2人推荐
芒果布丁
","五星商户"
"9","阿明餐厅","东南亚菜 新加坡菜 ","7.4","7.5","7.4","73","163封点评","万礼湖路80号
              +65-63608560
        ","15人推荐
叻沙
12人推荐
椰浆饭
12人推荐
海南鸡饭
","四星商户"
"10","Odette","法国菜 西餐 ","9.2","9.3","9","2242","143封点评","圣安德烈路1号国家美术馆1层04
              +65-63850498
        ","48人推荐
63度温泉蛋
28人推荐
鹅肝鲍鱼
23人推荐
鸽子
","五星商户"
"11","美味海鲜铁板烧70","海鲜 ","8.9","7.9","9","317","48封点评","Newton food centre
              
        ","17人推荐
老虎虾
12人推荐
胡椒蟹
12人推荐
魔鬼鱼
","准五星商户"
"12","琼荣记海鲜","海鲜 中餐 ","8.9","8","9.1","295","177封点评","124 Bukit Merah Lane 1
              62721038
        ","35人推荐
咸蛋螃蟹
24人推荐
辣椒螃蟹
24人推荐
月光河粉
","五星商户"
"13","The National Kitchen by Violet...","东南亚菜 新加坡菜 ","9.1","9.2","8.6","302","107封点评","1 St. Andrew's Road, #02-01, The National Gallery, City Hall Wing
              
        ","19人推荐
海南鸡饭
19人推荐
小金杯
17人推荐
紫米露配椰子冰淇淋
","五星商户"
"14","Food Republic(Suntec City)","小吃快餐 ","8.2","8.3","8.3","47","79封点评","3 Temasek Boulevard | #B1-115 to 120 | Suntec City Mall | Singapore 038983
              +65-63382848
        ","7人推荐
叉烧云吞面
5人推荐
鱼圆粉
4人推荐
叻沙
","准五星商户"
"0","欣叶餐厅","中餐 ","9.1","9.1","9.2","211","65封点评","177 River Valley Road #02-19, Liang Court Shopping Centre, 新加坡 179030
              +65-63387337
        ","16人推荐
螃蟹米糕
15人推荐
三杯雞
15人推荐
菜脯蛋
","五星商户"
"1","海底捞(乌节路店)","火锅 中餐 ","9.2","9.1","9","292","82封点评","乌节路313号索美赛购物中心4层23/24
              +65-68357227
        ","14人推荐
虾滑
7人推荐
酸辣粉
6人推荐
鱼籽球
","五星商户"
"2","Thai Accent","东南亚菜 ","9.1","9.2","9.1","210","48封点评","Vivo City #02-145/146, 1 Harbourfront Walk, Singapore
              63769282
        ","10人推荐
冬阴功汤
7人推荐
芒果糯米
5人推荐
青柠蒸鲈鱼
","五星商户"
"3","张文德猫山王榴莲","水果生鲜 ","8.2","7.2","8.9","94","102封点评","sovereing hotel 和La Salle街交叉路口
              
        ","31人推荐
猫山王榴莲
10人推荐
山竹
10人推荐
芒果
","四星商户"
"4","BREAD STREET KITCHEN BY GORDON...","西餐 ","9","9","8.5","486","177封点评","滨海湾金沙购物商城，海湾层， L1-81
              +65-66885665
        ","22人推荐
惠灵顿牛排
12人推荐
scallops
8人推荐
餐后曲奇
","准五星商户"
"5","JAAN","法国菜 西餐 ","9.2","9.3","9","713","111封点评","史丹福路2号史丹福瑞士酒店70层 (Equinox大楼)
              +65-68373322
        ","13人推荐
面包
13人推荐
蛋中蛋
13人推荐
黑松露南瓜汤
","五星商户"
"6","KOI Cafe(ION Orchard)","奶茶/果汁 ","9","8.8","8.6","25","172封点评","#B4-35, ION Orchard, 2 Orchard Turn
              +65-65093084
        ","37人推荐
黄金珍奶
19人推荐
红茶玛奇朵
11人推荐
黄金乌龙茶
","准五星商户"
"7","LeVeL33","西餐 ","8.8","9.2","8.7","363","127封点评","#33-01, MBFC Tower 1,8,Marina Blouvard
              68343133
        ","8人推荐
精酿啤酒
6人推荐
铁板牛肉
2人推荐
烤面包
","五星商户"
"8","猫山王榴莲","水果生鲜 ","8.4","7.7","9","171","210封点评","387515,新加坡Sims大道280A
              68426828
        ","50人推荐
猫山王D
17人推荐
皇中皇
13人推荐
24榴莲
","准五星商户"
"9","瑞春","中餐 ","8.5","7.7","8.6","70","137封点评","Jln Besar, 183-191, 新加坡 208882
              +65-62257788
        ","25人推荐
面线粿
23人推荐
奶黄流沙包
21人推荐
虾饺
","准五星商户"
"10","WILD HONEY(Scotts Square)","小吃快餐 ","9.1","9.1","9","198","52封点评","6 Scotts Square，03-01 Scotts Square，Singapura 228209
              66361816
        ","7人推荐
欧式早餐
2人推荐
马摩卡咖啡
1人推荐
三文鱼brioche
","五星商户"
"11","棕榈滩海鲜","海鲜 ","8.8","9.1","9","675","326封点评","浮尔顿一号01-09
              +65-63368118
        ","86人推荐
黑胡椒大螃蟹
48人推荐
辣椒螃蟹
31人推荐
麦片虾
","五星商户"
"12","詠春園","中餐 ","9.1","9.1","9.1","388","215封点评","52-56 Upper Cross Street, Singapore 058348
              +65-64495030
        ","53人推荐
詠春园薄饼
38人推荐
砂煲辣椒螃蟹
34人推荐
金龙百花鸡
","五星商户"
"13","天天海鲜鱼头炉","海鲜 ","8.7","7.6","9.1","242","129封点评","169042,新加坡欧南园路239
              63241082
        ","25人推荐
麦片虾
24人推荐
蒜蓉蒸竹蚌
15人推荐
黑胡椒蟹
","五星商户"
"14","南华昌亚秋鱼头炉","中餐 ","7.9","7.3","8.7","206","75封点评","198780,新加坡北桥路814
              62979319
        ","11人推荐
石斑鱼
6人推荐
南乳花肉
6人推荐
鱼头
","准五星商户"
"0","Forest森新派中餐厅","中餐 ","9.1","9.1","9.1","645","91封点评","圣淘沙名胜世界，逸濠酒店大堂
              +65-65776688
        ","21人推荐
黑椒酱爆牛柳粒伴鹅肝
8人推荐
香芒椰青香茅果冻
7人推荐
羊肚菌竹荪炖浓鸡汤
","五星商户"
"1","1983 南洋风味(樟宜机场店)","东南亚菜 ","8","7.6","8.4","40","57封点评","樟宜机场2号航站楼离境转机大厅#026-18/19
              
        ","3人推荐
叻沙
2人推荐
鱼丸面
2人推荐
椰浆饭
","准五星商户"
"2","麦当劳(圣淘沙店)","小吃快餐 汉堡 ","9","9","9","60","103封点评","8 Sentosa Gateway, #B1-211, 212, 213, 214, Resorts World Sentosa
              68845108
        ","5人推荐
麦旋风
4人推荐
香脆鸡肉汉堡
4人推荐
玉米圣代
","五星商户"
"3","御宝轩(滨海湾金沙店)","中餐 ","9.1","9.1","9","699","108封点评","滨海湾10号金沙2楼L2-04
              +65-66887788
        ","7人推荐
煎焗鱈魚件
6人推荐
北京烤鸭
6人推荐
太極燴宮燕
","五星商户"
"4","Corner House","西餐 ","9.1","9.3","9.1","1569","148封点评","E J H Corner House Singapore Botanic Gardens (Nassim Gate Entrance),1 Cluny Road
              +65-64691000
        ","31人推荐
澳洲和牛
12人推荐
鹅肝
12人推荐
鳕鱼
","五星商户"
"5","可楽伴手礼(牛车水店)","面包甜点 零食 ","9.2","9.2","9","258","88封点评","2 Smith St Singapore 058917 Smith St, Singapore 058917
              +65-65601249
        ","34人推荐
黄金凤梨球
18人推荐
传统凤梨挞
9人推荐
黄梨塔
","五星商户"
"6","Colony","西餐 ","9.3","9.3","9.2","655","74封点评","莱佛士大路7号新加坡丽思卡尔顿美年酒店内
              +6434-5288
        ","18人推荐
生蚝
12人推荐
帝王蟹
7人推荐
羊排
","五星商户"
"7","Food Opera(Ion Orchard)","中餐 ","8.1","8.3","8.5","66","67封点评","2 Orchard Turn | #B4-03/04 | Ion Orchard | Singapore 238801
              +65-65099198
        ","6人推荐
虾面
6人推荐
海南鸡饭
3人推荐
肉骨茶
","准五星商户"
"8","文东记(东海岸店)","东南亚菜 新加坡菜 ","8.3","8.4","9","106","112封点评","199 EAST COAST ROAD ,SINGAPORE
              64781462
        ","26人推荐
白切鸡
7人推荐
黄金豆腐
7人推荐
金银蛋苋菜
","准五星商户"
