"TEXT","COUNT","SENTIMENT_KEYWORD_AGG_INDEX","ASPECT_CATEGORY_NAME","ASPECT_CATEGORY","REQUIRE_CONTEXT"
"大楼",65,777,"NA",,
"天气好",65,778,"Environment and Ambiance",,
"天都",65,779,"NA",,
"年代",65,780,"NA",,
"年前",65,781,"NA",,
"异域风情",65,782,"Arts and Culture",,
"态度",65,783,"Service",,
"水世界",65,784,"Activities",,
"生态园",65,785,"Sightseeing",,
"螃蟹",65,786,"F&B",,
"视频",65,787,"NA",,
"这样的",65,788,"NA",,
"一片",64,789,"NA",,
"保护区",64,790,"Sightseeing",,
"修道院",64,791,"Sightseeing",,
"剧场",64,792,"Sightseeing",,
"地面",64,793,"NA",,
"声音",64,794,"NA",,
"大商场",64,795,"Shopping",,
"尔顿酒店",64,796,"NA",,
"就有",64,797,"NA",,1
"工作",64,798,"NA",,
"布局",64,799,"NA",,1
"成了",64,800,"NA",,
"晚上的灯光秀",64,801,"Activities",,
"景色很好",64,802,"Sightseeing",,
"爱好者",64,803,"NA",,
"目的地",64,804,"NA",,
"空中吊椅",64,805,"Facilities",,
"美味",64,806,"F&B",,
"音乐喷泉",64,807,"Sightseeing",,
"三天",63,808,"NA",,
"个小",63,809,"NA",,
"也要",63,810,"NA",,
"习惯",63,811,"NA",,
"事情",63,812,"NA",,
"印度教",63,813,"NA",,
"吃完",63,814,"F&B",,
"大桥",63,815,"NA",,
"大门",63,816,"NA",,1
"孩子一起",63,817,"Family/Children family/Friends",,
"庙宇",63,818,"NA",,
"旧禧街警察局",63,819,"POI/Places",,
"景色宜人",63,820,"Sightseeing",,
"水柱",63,821,"NA",,
"热闹非凡",63,822,"Experience",,
"费用",63,823,"Price",,
"顶楼",63,824,"NA",,
"亚洲文明",62,825,"Arts and Culture",,
"人类",62,826,"NA",,
"暑假",62,827,"NA",,
"有了",62,828,"NA",,
"条路",62,829,"Transportation and Accessibility",,
"温度",62,830,"Environment and Ambiance",,
"给人",62,831,"NA",,
"莱佛士",62,832,"NA",,
"蓝天白云",62,833,"Environment and Ambiance",,
"行李",62,834,"NA",,
"适合亲子",62,835,"Family/Children family/Friends",,
"一天时间",61,836,"NA",,
"一带",61,837,"NA",,
"加文纳桥",61,838,"POI/Places",,
"危险",61,839,"NA",,
"地上",61,840,"NA",,
"屋顶",61,841,"NA",,
"岸边",61,842,"Sightseeing",,
"理念",61,843,"NA",,
"秩序",61,844,"NA",,1
"第一天",61,845,"NA",,
"笼子",61,846,"NA",,
"绿树成荫",61,847,"Sightseeing",,
"螺旋桥",61,848,"POI/Places",,
"语言",61,849,"NA",,
"走完",61,850,"Transportation and Accessibility",,
"长颈鹿",61,851,"Sightseeing",,
"一家人",60,852,"Family/Children family/Friends",,
"优势",60,853,"NA",,
"国家博物馆",60,854,"POI/Places",,
"大厅",60,855,"NA",,
"套餐",60,856,"NA",,1
"好几次",60,857,"NA",,
"技术",60,858,"NA",,
"此行",60,859,"NA",,
"武吉",60,860,"POI/Places",,
"炮台",60,861,"Sightseeing",,
"那就",60,862,"NA",,
"乌敏岛",59,863,"POI/Places",,
"入口处",59,864,"Transportation and Accessibility",,
"公众",59,865,"NA",,
"兰花园",59,866,"Sightseeing",,
"双轨过山车",59,867,"Activities",,
"司机",59,868,"Transportation and Accessibility",,
"园子",59,869,"Sightseeing",,
"国外",59,870,"NA",,
"最近",59,871,"NA",,
"水果",59,872,"F&B",,
"点赞",59,873,"Experience",,
"环境非常好",59,874,"Environment and Ambiance",,
"相机",59,875,"Sightseeing",,
"第一站",59,876,"NA",,
"舞台",59,877,"Activities",,1
"身体",59,878,"NA",,
"通票",59,879,"Transportation and Accessibility",,
"驳船码头",59,880,"Sightseeing",,
"魅力",59,881,"NA",,
"夜生活",58,882,"Activities",,
"好评",58,883,"NA",,
"指示牌",58,884,"Facilities",,
"文物",58,885,"NA",,
"物种",58,886,"NA",,
"精神",58,887,"NA",,
"超级棒",58,888,"Experience",,
"风景优美",58,889,"Sightseeing",,
"鸟儿",58,890,"Sightseeing",,
"信息",57,891,"Service",,1
"免税店",57,892,"Shopping",,
"国际",57,893,"NA",,
"处处",57,894,"NA",,
"夏天",57,895,"NA",,
"多年",57,896,"NA",,
"大半天",57,897,"NA",,1
"屏障",57,898,"NA",,
"新加坡本岛",57,899,"NA",,
"服装",57,900,"NA",,
"滨海南花园",57,901,"POI/Places",,
"牌子",57,902,"Shopping",,
"状态",57,903,"NA",,
"画面",57,904,"NA",,
"的时候人",57,905,"NA",,
"五分钟",56,906,"NA",,
"亚马逊",56,907,"NA",,
"什么的",56,908,"NA",,
"午餐",56,909,"F&B",,
"场次",56,910,"NA",,
"垃圾",56,911,"Environment and Ambiance",,
"天福宫",56,912,"POI/Places",,
"好好玩",56,913,"Experience",,
"家长",56,914,"Family/Children family/Friends",,
"很好",56,915,"Experience",,
"情调",56,916,"Experience",,
"方法",56,917,"NA",,
"时间短",56,918,"Transportation and Accessibility",,
"水幕电影",56,919,"Activities",,
"票地点",56,920,"Transportation and Accessibility",,
"街区",56,921,"NA",,
"野餐",56,922,"F&B",,
"交通工具",55,923,"Transportation and Accessibility",,
"印度教寺庙",55,924,"NA",,
"啤酒",55,925,"F&B",,
"宗教",55,926,"NA",,
"气息",55,927,"NA",,
"气派",55,928,"Experience",,1
"灵感",55,929,"NA",,
"热门项目",55,930,"Activities",,
"穆斯林",55,931,"NA",,
"联系",55,932,"NA",,
"荷兰村",55,933,"POI/Places",,
"身高",55,934,"NA",,
"高科技",55,935,"NA",,
"个多",54,936,"NA",,
"中文导游",54,937,"Service",,
"人流",54,938,"Transportation and Accessibility",,
"人",54,939,"NA",,
"仙鹤芭蕾",54,940,"Activities",,
"傍晚时分",54,941,"NA",,
"四周",54,942,"NA",,
"故事情节",54,943,"NA",,
"栅栏",54,944,"Facilities",,
"树林",54,945,"Sightseeing",,
"桥梁",54,946,"Facilities",,
"步行道",54,947,"Transportation and Accessibility",,
"海滩站",54,948,"Transportation and Accessibility",,
"珊瑚",54,949,"Sightseeing",,
"看头",54,950,"NA",,
"眼球",54,951,"NA",,
"绿色",54,952,"Sightseeing",,
"老虎",54,953,"Sightseeing",,
"遗址",54,954,"Sightseeing",,
"S.E.A.海洋馆",54,955,"POI/Places",,
"不来",53,956,"NA",,
"亚洲最大",53,957,"NA",,
"亚马逊漂流",53,958,"Activities",,
"佛牙舍利",53,959,"Sightseeing",,
"商业",53,960,"Shopping",,
"宝贝",53,961,"Family/Children family/Friends",,
"工艺品",53,962,"Shopping",,
"新加坡的标志性景点",53,963,"POI/Places",,
"时尚",53,964,"Shopping",,
"沙海滩",53,965,"Environment and Ambiance",,
"浪池",53,966,"Sightseeing",,
"生物",53,967,"NA",,
"程出票",53,968,"Transportation and Accessibility",,
"红点",53,969,"NA",,
"联票",53,970,"Transportation and Accessibility",,
"英国",53,971,"NA",,
"莲花",53,972,"NA",,1
"运动",53,973,"NA",,
"里边",53,974,"NA",,
"鱼儿",53,975,"Sightseeing",,
"上次",52,976,"NA",,
"地下",52,977,"NA",,
"孩子玩得",52,978,"Family/Children family/Friends",,
"当年",52,979,"NA",,
"微风",52,980,"Environment and Ambiance",,
"政府",52,981,"NA",,
"新加坡元",52,982,"Price",,
"新加坡市区",52,983,"Transportation and Accessibility",,
"新加坡面积最小的公园",52,984,"Sightseeing",,
"樟宜",52,985,"Sightseeing",,
"花花草草",52,986,"Sightseeing",,
"迪士尼",52,987,"NA",,
"风景秀丽",52,988,"Sightseeing",,
"两圈",51,989,"NA",,
"光影",51,990,"NA",,
"园里",51,991,"NA",,
"多",51,992,"NA",,
"大船",51,993,"NA",,
"寺院",51,994,"NA",,
"巷子",51,995,"Sightseeing",,
"强烈建议",51,996,"NA",,
"新加坡摩天轮",51,997,"POI/Places",,
"新加坡河边",51,998,"POI/Places",,
"新加坡的母亲河",51,999,"POI/Places",,
"新加坡的美景",51,1000,"Sightseeing",,
"是有",51,1001,"NA",,
"服务人员",51,1002,"Service",,
"港湾站",51,1003,"Transportation and Accessibility",,
"电子",51,1004,"NA",,
"米高",51,1005,"NA",,
"红色",51,1006,"NA",,
"蜡像馆",51,1007,"POI/Places",,
"观景",51,1008,"Sightseeing",,
"警察局",51,1009,"Facilities",,
"超市",51,1010,"Facilities",,
"雨衣",51,1011,"NA",,
"风情",51,1012,"NA",,
"鱼尾狮雕像",51,1013,"Sightseeing",,
"人也不",50,1014,"NA",,
"优点",50,1015,"NA",,
"剧情",50,1016,"NA",,
"十点",50,1017,"NA",,
"商铺",50,1018,"Shopping",,
"奇花异草",50,1019,"Sightseeing",,
"室内瀑布",50,1020,"Sightseeing",,
"小商品",50,1021,"Shopping",,
"新加坡城市",50,1022,"NA",,
"海上",50,1023,"NA",,
"火车",50,1024,"Transportation and Accessibility",,1
"詹美",50,1025,"POI/Places",,
"顶层",50,1026,"NA",,
"饮食",50,1027,"F&B",,
"一个半小时",49,1028,"NA",,
"两个冷",49,1029,"NA",,
"个大",49,1030,"NA",,
"中国城",49,1031,"POI/Places",,
"儿童票",49,1032,"Transportation and Accessibility",,
"动物近距离",49,1033,"Sightseeing",,
"小朋友玩得",49,1034,"Family/Children family/Friends",,
"总体不错",49,1035,"Experience",,
"慢慢的",49,1036,"NA",,
"拍到",49,1037,"NA",,
"新加坡美术馆",49,1038,"POI/Places",,
"椅子",49,1039,"Facilities",,
"楼下",49,1040,"NA",,
"水中",49,1041,"NA",,
"海洋公园",49,1042,"Sightseeing",,
"现场买票便宜",49,1043,"Transportation and Accessibility",,
"细节",49,1044,"NA",,
"芝麻街",49,1045,"Sightseeing",,
"超棒",49,1046,"Experience",,
"车子",49,1047,"Transportation and Accessibility",,
"邮票",49,1048,"NA",,
"闪光灯",49,1049,"NA",,
"三个",48,1050,"NA",,
"二战",48,1051,"NA",,
"价格优惠",48,1052,"Price",,
"印度寺庙",48,1053,"Sightseeing",,
"吸引力",48,1054,"NA",,1
"吹吹海风",48,1055,"Environment and Ambiance",,
"咖啡厅",48,1056,"F&B",,
"多分钟",48,1057,"NA",,
"头顶",48,1058,"NA",,
"寓教于乐",48,1059,"Family/Children family/Friends",,
"市场",48,1060,"Shopping",,
"异国风情",48,1061,"Arts and Culture",,
"新加坡的景色",48,1062,"Sightseeing",,
"新意",48,1063,"NA",,
"父母",48,1064,"Family/Children family/Friends",,
"经验",48,1065,"NA",,
"运气好",48,1066,"NA",,
"上岛",47,1067,"NA",,
"人物",47,1068,"NA",,
"动物园里",47,1069,"POI/Places",,
"国内便宜",47,1070,"Price",,
"小鱼",47,1071,"NA",,
"展览馆",47,1072,"Sightseeing",,
"成人票",47,1073,"Transportation and Accessibility",,
"政府大厦",47,1074,"Sightseeing",,
"新加坡唯一",47,1075,"NA",,
"新加坡最好",47,1076,"NA",,
"时间长",47,1077,"Transportation and Accessibility",,
"楼上",47,1078,"NA",,
"没办法",47,1079,"NA",,
"温室",47,1080,"Facilities",,
"瞬间",47,1081,"NA",,
"经济",47,1082,"NA",,
"财富喷泉",47,1083,"POI/Places",,
"魔鬼鱼",47,1084,"Sightseeing",,
"今年",46,1085,"NA",,
"住在圣",46,1086,"NA",,
"先生",46,1087,"Family/Children family/Friends",,
"变化",46,1088,"NA",,
"古埃及",46,1089,"Activities",,1
"咖喱",46,1090,"F&B",,
"商业区",46,1091,"Shopping",,
"圣诞节",46,1092,"Activities",,
"坐上",46,1093,"NA",,
"壁画",46,1094,"Arts and Culture",,
"大厦",46,1095,"Sightseeing",,1
"大熊猫",46,1096,"Sightseeing",,
"异味",46,1097,"Environment and Ambiance",,
"我不",46,1098,"NA",,
"时间的话",46,1099,"NA",,
"沿路",46,1100,"NA",,
"游乐园",46,1101,"Sightseeing",,
"画廊",46,1102,"Arts and Culture",,
"窗户",46,1103,"Facilities",,
"路程",46,1104,"Transportation and Accessibility",,
"运气",46,1105,"NA",,
"雨林",46,1106,"Sightseeing",,
"露天",46,1107,"Facilities",,
"下单",45,1108,"NA",,
"信仰",45,1109,"NA",,
"公司",45,1110,"NA",,
"南中国海",45,1111,"NA",,
"历史悠久",45,1112,"Arts and Culture",,
"去就",45,1113,"NA",,
"国家胡姬花园",45,1114,"POI/Places",,
"大一小",45,1115,"Family/Children family/Friends",,
"大岛",45,1116,"NA",,
"小车",45,1117,"Transportation and Accessibility",,
"形式",45,1118,"NA",,
"教育意义",45,1119,"NA",,
"条线",45,1120,"NA",,
"楼顶",45,1121,"NA",,
"活力",45,1122,"NA",,
"爸爸",45,1123,"Family/Children family/Friends",,
"物价",45,1124,"Price",,
"环境优雅",45,1125,"Environment and Ambiance",,
"生命",45,1126,"NA",,
"莱佛士坊",45,1127,"Shopping",,
"行人",45,1128,"NA",,
"设施齐全",45,1129,"Facilities",,
"身上",45,1130,"NA",,
"高等法院",45,1131,"POI/Places",,
"云雾森林",44,1132,"POI/Places",,
"亚美尼亚教堂",44,1133,"POI/Places",,
"几个项目",44,1134,"Activities",,
"占地面积",44,1135,"Facilities",,
"又能",44,1136,"NA",,
"圣",44,1137,"NA",,
"坡国",44,1138,"NA",,
"对外开放",44,1139,"Transportation and Accessibility",,
"心里",44,1140,"NA",,
"所有的",44,1141,"NA",,
"新加坡市中心",44,1142,"Transportation and Accessibility",,
"服务员",44,1143,"Service",,
"次票",44,1144,"NA",,
"灯光效果",44,1145,"NA",,
"特别棒",44,1146,"Experience",,
"草地",44,1147,"Sightseeing",,
"设计师",44,1148,"NA",,
"适合小孩子",44,1149,"Family/Children family/Friends",,
"集合",44,1150,"NA",,
"马来传统文化馆",44,1151,"POI/Places",,
"两岸",43,1152,"NA",,
"价格实惠",43,1153,"Price",,
"冰淇淋",43,1154,"F&B",,
"国人",43,1155,"NA",,
"国家美术馆",43,1156,"POI/Places",,
"外表",43,1157,"NA",,
"夜景不错",43,1158,"Sightseeing",,
"太晚",43,1159,"NA",,
"我自己",43,1160,"NA",,
"新加坡缆车",43,1161,"Activities",,
"旅游胜地",43,1162,"POI/Places",,
"晚上灯光",43,1163,"NA",,
"晚上的夜景",43,1164,"Sightseeing",,
"来的地方",43,1165,"NA",,
"松鼠",43,1166,"Sightseeing",,
"水面",43,1167,"NA",,
"海里",43,1168,"NA",,
"港湾",43,1169,"Sightseeing",,
"珍宝蟹",43,1170,"F&B",,
"用品",43,1171,"Facilities",,
"真心不错",43,1172,"Experience",,
"童话世界",43,1173,"NA",,
"自助餐",43,1174,"F&B",,
"蓝天",43,1175,"Environment and Ambiance",,
"蜡像",43,1176,"Sightseeing",,
"蝴蝶园",43,1177,"Sightseeing",,
"观众",43,1178,"NA",,
"讲解员",43,1179,"Service",,
"走廊",43,1180,"Transportation and Accessibility",,
"远远的",43,1181,"NA",,
"产品",42,1182,"Shopping",,
"人生",42,1183,"NA",,
"值回票价",42,1184,"Price",,
"克拉克码头",42,1185,"POI/Places",,
"原貌馆",42,1186,"POI/Places",,
"座教堂",42,1187,"NA",,
"摊位",42,1188,"Shopping",,
"新加坡艺术科学博物馆",42,1189,"POI/Places",,
"新加坡重要的",42,1190,"NA",,
"早晨",42,1191,"NA",,
"楼梯",42,1192,"Facilities",,
"河岸",42,1193,"NA",,
"物柜",42,1194,"Facilities",,
"白天晚上",42,1195,"NA",,
"空气好",42,1196,"Environment and Ambiance",,
"花朵",42,1197,"Sightseeing",,
"见识",42,1198,"NA",,
"那么多",42,1199,"NA",,
"都是英文",42,1200,"NA",,1
"静静的",42,1201,"NA",,
"一件",41,1202,"NA",,
"万象馆",41,1203,"POI/Places",,
"个景点",41,1204,"POI/Places",,
"了解到",41,1205,"NA",,
"人超级多",41,1206,"Transportation and Accessibility",,
"包包",41,1207,"NA",,
"园中",41,1208,"POI/Places",,
"安德逊桥",41,1209,"POI/Places",,
"小鸟",41,1210,"Sightseeing",,
"差距",41,1211,"NA",,
"整体感觉",41,1212,"Experience",,
"新加坡河上",41,1213,"POI/Places",,
"新加坡的动物园",41,1214,"POI/Places",,
"景致",41,1215,"Sightseeing",,
"气势",41,1216,"NA",,
"海岸线",41,1217,"Environment and Ambiance",,
"漂亮",41,1218,"NA",,1
"熊猫",41,1219,"Sightseeing",,
"生态",41,1220,"Environment and Ambiance",,
"站台",41,1221,"Transportation and Accessibility",,
"索道",41,1222,"Activities",,
"红毛猩猩",41,1223,"Sightseeing",,
"给我",41,1224,"NA",,
"老巴",41,1225,"NA",,
"船只",41,1226,"Transportation and Accessibility",,
"落日",41,1227,"Environment and Ambiance",,
"蓝色",41,1228,"NA",,
"蝴蝶公园",41,1229,"Sightseeing",,
"被誉",41,1230,"NA",,
"质量",41,1231,"NA",,
"贵宾票",41,1232,"Transportation and Accessibility",,
"都是印度人",41,1233,"NA",,
"一家三口",40,1234,"Family/Children family/Friends",,
"一番风味",40,1235,"F&B",,
"不少时间",40,1236,"Transportation and Accessibility",,
"两小时",40,1237,"NA",,
"也不贵",40,1238,"Price",,
"仪式",40,1239,"Activities",,
"住客",40,1240,"NA",,
"元素",40,1241,"NA",,
"动物都是",40,1242,"Sightseeing",,
"国内动物园",40,1243,"NA",,
"圣陶沙岛",40,1244,"POI/Places",,
"夜市",40,1245,"NA",,
"好",40,1246,"Experience",,
"小黄人",40,1247,"NA",,
"岛费",40,1248,"Transportation and Accessibility",,
"座小岛",40,1249,"NA",,
"排到",40,1250,"NA",,
"新加坡美景",40,1251,"Sightseeing",,
"旅客",40,1252,"NA",,
"时间不够",40,1253,"Transportation and Accessibility",,
"暴雨",40,1254,"Environment and Ambiance",,
"未来世界",40,1255,"Activities",,
"树上",40,1256,"NA",,
"火烈鸟",40,1257,"Sightseeing",,
"玩具博物馆",40,1258,"POI/Places",,
"电话",40,1259,"NA",,
"真的",40,1260,"NA",,
"科学中心",40,1261,"POI/Places",,
"秒出票",40,1262,"Transportation and Accessibility",,
"维多利亚剧院",40,1263,"POI/Places",,
"艺术科学博物馆",40,1264,"POI/Places",,
"著名景点",40,1265,"POI/Places",,
"藏品",40,1266,"Arts and Culture",,
"街边",40,1267,"NA",,
"资料",40,1268,"NA",,
"足够了",40,1269,"NA",,
"音乐会",40,1270,"NA",,
"七点",39,1271,"NA",,
"好美",39,1272,"Experience",,
"小朋友特别",39,1273,"Family/Children family/Friends",,
"座寺庙",39,1274,"NA",,
"很适合小朋友",39,1275,"Family/Children family/Friends",,
"文艺",39,1276,"Arts and Culture",,
"新加坡标志性",39,1277,"POI/Places",,
"机票",39,1278,"Transportation and Accessibility",,
"正宗",39,1279,"NA",,1
"水上项目",39,1280,"Activities",,
"河上",39,1281,"NA",,
"河畔",39,1282,"Sightseeing",,
"海洋馆里",39,1283,"POI/Places",,
"海浪",39,1284,"NA",,
"游人如织",39,1285,"Transportation and Accessibility",,
"滨海湾公园",39,1286,"POI/Places",,
"班车",39,1287,"Transportation and Accessibility",,
"电影院",39,1288,"NA",,
"看得到",39,1289,"NA",,
"科技馆",39,1290,"POI/Places",,
"站点",39,1291,"Transportation and Accessibility",,
"糖果店",39,1292,"Shopping",,
"节奏",39,1293,"NA",,
"花草",39,1294,"Sightseeing",,
"见证",39,1295,"NA",,
"阿拉伯街",39,1296,"POI/Places",,
"面包",39,1297,"F&B",,
"馆里",39,1298,"NA",,
"一周",38,1299,"NA",,
"下次再来",38,1300,"NA",,
"两家",38,1301,"NA",,
"件外套",38,1302,"NA",,
"动作",38,1303,"NA",,
"历史感",38,1304,"Arts and Culture",,
"原生态",38,1305,"Sightseeing",,
"名牌",38,1306,"Shopping",,
"坐到",38,1307,"Transportation and Accessibility",,
"天气热",38,1308,"Environment and Ambiance",,
"女生",38,1309,"NA",,
"好处",38,1310,"NA",,
"小时候",38,1311,"NA",,
"座吊桥",38,1312,"Facilities",,
"往下",38,1313,"NA",,
"总统府",38,1314,"POI/Places",,
"新加坡最大的清真寺",38,1315,"POI/Places",,
"新加坡机场",38,1316,"POI/Places",,
"新加坡河河口",38,1317,"POI/Places",,
"无边游泳池",38,1318,"POI/Places",,
"旧国会大厦艺术",38,1319,"POI/Places",,
"昆虫王国",38,1320,"Sightseeing",,
"条河",38,1321,"NA",,
"植被",38,1322,"Sightseeing",,
"此处",38,1323,"NA",,
"河水",38,1324,"NA",,
"淡季",38,1325,"NA",,
"物有所值",38,1326,"Price",,
"电瓶车",38,1327,"Transportation and Accessibility",,
"目的",38,1328,"NA",,
"票子",38,1329,"Transportation and Accessibility",,
"红线",38,1330,"Transportation and Accessibility",,
"美国",38,1331,"NA",,
"美",38,1332,"Experience",,
"花柏山公园",38,1333,"POI/Places",,
"超级赞",38,1334,"Experience",,
"高达",38,1335,"NA",,
"鱼缸",38,1336,"Sightseeing",,
"三层",37,1337,"NA",,
"云雾",37,1338,"NA",,
"五星",37,1339,"NA",,1
"亚洲最大的摩天轮",37,1340,"POI/Places",,
"亚马逊游船",37,1341,"Activities",,
"企鹅",37,1342,"Sightseeing",,
"位子",37,1343,"NA",,
"住在岛上",37,1344,"NA",,
"兴都庙",37,1345,"POI/Places",,
"内容丰富",37,1346,"NA",,
"南洋理工大学",37,1347,"POI/Places",,
"块钱",37,1348,"Price",,
