POI_INDEX,TOTAL_REVIEWS,ABOUT_SUMMARY,RANKING,TICKET_INFO,RATES,ADDRESS,PHONE,WEBSITE,TRANSPORTATION_MODE,OPENING_HOURS,ATTRIBUTES_CRAWLED_TIME
236,0,Not Available,228,None,0,"40 Imbiah Road, Singapore 099700(Imbiah Lookout)",18007368672,Not Available,Not Available,Images of Singapore will be closed on 3 October 2014.9am - 7pm daily (last entry 6.30pm),2020-01-28 14:29:46.465102
237,0,Not Available,229,None,0,"Parklane Shopping Mall #10-18, 35 Selegie Road",+65-63367098,Not Available,Not Available,Not Available,2020-01-28 14:29:53.233721
238,0,Not Available,230,None,0,"098942,新加坡丹戎海滩120",Not Available,Not Available,Not Available,Not Available,2020-01-28 14:29:58.300289
239,0,Not Available,231,None,0,"Siloso Beach View, Singapore(Palawan Beach)",+65-67368672,Not Available,Not Available,10am to 6.30pm daily (Water play area closes at 6pm),2020-01-28 14:30:04.856382
240,0,Not Available,232,None,0,百胜路71号(Imbiah Lookout),+65-62793284,Not Available,Not Available,10:00-21:00(最后入场时间 19:30),2020-01-28 14:30:11.275333
241,0,Not Available,233,None,0,"8Q Singapore Art Museum, 8 Queen St.",+65-63323200,Not Available,Not Available,周一至周日上午 10:00 至晚上 7:00,2020-01-28 14:30:20.172709
242,0,Not Available,234,None,0,1 Sophia Road,+65-96587802,Not Available,Not Available,Not Available,2020-01-28 14:30:27.745402
243,0,Not Available,235,None,0,"新加坡环球影城科幻城市区，8 Sentosa Gateway,Sentosa Island, Singapore",+65-65778888,Not Available,Not Available,Not Available,2020-01-28 14:30:35.028497
244,0,Not Available,236,None,0,"187961,新加坡滑铁卢街152(四马路观音庙 ，武吉士地铁站)",+65-63377957,Not Available,Not Available,Not Available,2020-01-28 14:30:41.118709
245,0,Not Available,237,None,0,7 Jurong West Avenue 5,+65-67959781,Not Available,Not Available,Not Available,2020-01-28 14:30:47.200023
246,0,Not Available,238,None,0,"649041,新加坡裕廊西大街911",+65-67376266,Not Available,Not Available,Not Available,2020-01-28 14:30:56.442852
247,0,Not Available,239,None,0,9 Norris Road,+65-67535359,Not Available,Not Available,Not Available,2020-01-28 14:31:02.988104
248,0,Not Available,240,None,0,"Bible House (Former) #06-05, 7 Armenian Street",+65-63375396,Not Available,Not Available,Not Available,2020-01-28 14:31:11.201457
249,0,Not Available,241,None,0,"River Valley Building #03-02, 179 River Valley Road",+65-68832217,Not Available,Not Available,Not Available,2020-01-28 14:31:22.676566
250,0,Not Available,242,None,0,111 Tank Road,+65-67379285,Not Available,Not Available,Not Available,2020-01-28 14:31:30.440169
251,0,Not Available,243,None,0,1 Tanjong Pagar Road,+65-62217394,Not Available,Not Available,Not Available,2020-01-28 14:31:38.080435
252,0,Not Available,244,None,0,"80 Siloso Road, Singapore 098969(Siloso Point)",18007368672,Not Available,Not Available,10am - 7pm daily,2020-01-28 14:31:47.704570
253,0,Not Available,245,None,0,"15 Imbiah Walk, Singapore 099536(Imbiah Lookout)",18007368672,Not Available,Not Available,"24 hours, daily",2020-01-28 14:31:52.831297
254,0,Not Available,246,None,0,531A Upper Cross Street,+65-63646544,Not Available,Not Available,Not Available,2020-01-28 14:32:03.384701
255,0,Not Available,247,None,0,291 New Bridge Road,+65-62247256,Not Available,Not Available,Not Available,2020-01-28 14:32:13.191889
256,0,Not Available,248,None,0,"069886,新加坡厦门街66(安详山)",Not Available,Not Available,Not Available,8：00-17：00,2020-01-28 14:32:20.637422
257,0,Not Available,249,None,0,"18, Chinatown food street, Singapore 050335(牛车水美食街)",+65-62253633,Not Available,Not Available,每天11am to 11.00pm,2020-01-28 14:32:25.577462
258,0,Not Available,250,None,0,"068604,新加坡直落亚逸街140(安详山)",Not Available,Not Available,Not Available,Not Available,2020-01-28 14:32:34.734947
