"","Chinese_name","English_name","open_time","phone_number","website","introduction","address","review_number","review_keywords"
"183","新加坡知新馆","Singapore Discovery Centre","['09:00-18:00 (1月1日-12月31日 周二-周日)', '\n']","","http://www.sdc.com.sg","['\n                        知新馆是新加坡国防部设的一个主题园地，占地1万平方公尺，耗资7000万元建成。它坐落于新加坡武装部队军训学院隔邻，该馆设有全天域影象馆、摆动模拟馆和射击馆等。\n                    ']","510 Upper Jurong Rd, 新加坡","7.0","好评（4条）中评（2条）差评（1条）适合小朋友（1人提及）"
"184","天公庙","Tiong Bahru Qui Tian Gong Temple","","","","","44 Eng Hoon Street Singapore","3.0","有图 (2条)好评（2条）中评（1条）"
"185","新加坡大众捷运系统","Singapore Mass Rapid Transit","","","","","Singapore 069112, ,Singapore","2.0","有图 (2条)好评（2条）恐高（1人提及）"
"186","莲山双林寺","Lian Shan Shuang Lin Temple","","","http://www.yoursingapore.com/content/traveller/en/browse/see-and-do/culture-and-heritage/places-of-worship/lian-shan-shuang-lin-temple.html?TAHotelCode=119","","184E Jalan Toa Payoh Siang Lim Sian LI Buddhist Temple, Singapore 319941, Singapore","2.0","有图 (1条)好评（2条）"
"187","NUS Museum","","","","http://www.yoursingapore.com/content/traveller/en/browse/see-and-do/arts-and-entertainment/art/nus-museum.html?TAHotelCode=22","","University Cultural Centre National University of Singapore 50 Kent Ridge Crescent, Singapore 119279, Singapore","1.0","好评（1条）"
"188","克里斯南兴都庙","Sri Krishnan Temple","['06:30-12:00,17:30-21:00 (1月1日-12月31日 周一-周日)', '\n']","","http://eresources.nlb.gov.sg/infopedia/articles/SIP_276_2004-12-24.html","['\n                        这座兴都庙与观音堂比邻而居，已有百年历史，是附近印度教居民的信仰中心，虽然印度教徒没有拿香的习俗，但兴都庙门口有一张放有香炉的供桌，各式宗教的和谐共处，是新加坡最迷人的文化特质。\n                    ']","152 Waterloo Street Krishnan Temple, Singapore 187961, Singapore","6.0","有图 (6条)好评（5条）差评（1条）"
"189","旧国会大厦艺术之家","The Arts House","","","http://www.theartshouse.sg","","1 Old Parliament Lane The Arts House At the Old Parliament, Singapore 179429, Singapore","3.0","有图 (3条)好评（3条）旧国会大厦艺术之家旁边（1人提及）"
"190","日本人墓地公园","","","","","['\n                        新加坡日本人墓地公园坐落于新加坡中北部杨厝港附近，远离游人云集的闹市区。著名作家余秋雨先生曾在二十多年前造访过这座墓地，并写进了他的书里。如今，这座墓地四周已经被高档别墅群所覆盖。', '\n一百多年前，有日本侨民到新加坡谋生，当中有平民、僧人、落魄文人、妓女等等。1888年妓院老板，也是多个杂货铺的老板而木多贺治郎连同几个商人，向英国殖民当局申请墓地。殖民政府批准后，此处成为日人集中埋葬的地方，大多是平民和妓女。后来日本人出钱买下这块地，拥有了永久地契，并聘请了守墓人。二战中，随着日军登陆新加坡，这里也成为部分日军的墓地，二战后，更是将各处日军遗骨移入，包括被判处死刑的战犯。\n                    ']","825B Chuan Hoe Avenue Singapore","3.0","有图 (2条)好评（2条）差评（1条）日本人墓地公园附近（1人提及）"
"191","SAM at 8Q","","['10:00-19:00 (1月1日-12月31日 周六-周四)10:00-21:00 (1月1日-12月31日 周五)', '\n']","","http://www.singaporeartmuseum.sg","","8 Queen St, Singapore","1.0","有图 (1条)好评（1条）"
"192","Beach Station","","","","","","21 Beach View 099699 Beach View","1.0","有图 (1条)好评（1条）时光之翼边（1人提及）"
"193","艺术、设计与媒体学院","School of Art Design and Media","","","http://www.adm.ntu.edu.sg","","81 Nanyang Dr","3.0","有图 (3条)好评（3条）"
"194","榜鹅海滩","Punggol Beach","","","","","22 Punggol Road - Track 19 新加坡","2.0","有图 (1条)好评（1条）中评（1条）"
"195","哈查花蒂玛回教堂","Hajjah Fatimah Mosque","['08:00-18:00 (1月1日-12月31日 周一-周日)', '\n']","","http://www.yoursingapore.com/content/traveller/en/browse/see-and-do/culture-and-heritage/places-of-worship/hajjah-fatimah-mosque.html?TAHotelCode=118","['\n                        哈贾·法蒂玛回教堂坐落于新加坡加冷规划区甘榜格南区美芝路，由殖民地建筑师汤姆森设计，建成于1846年，为伊斯兰和欧洲建筑风格的综合体，名字源于马来人女商人哈贾·法蒂玛。', '\n教堂于1873年被列为新加坡国家古迹，被高高的围墙环绕，由一个祈祷厅、葬有女主人的坟墓、伊玛目的寓所、斋戒沐浴区、数处别馆和一个花园组成。', '\n回教堂的圆顶有12个尖头窗，每个窗户都是彩色玻璃，非常漂亮。也许哈贾·法蒂玛回教堂最不寻常的特点就是由欧洲建筑师设计的与众不同的宣礼塔，这座奇异的宣礼塔离中心轴大约偏离了6度左右，因而成为新加坡最独特的一景。\n                    ']","4001 Beach Road Hajjah Fatimah Mosque, Singapore 199584, Singapore","4.0","有图 (2条)好评（3条）中评（1条）"
"196","中央商业区","Central Business District","","","","","Shenton Way,Singapore, ,Singapore","1.0","有图 (1条)好评（1条）"
"197","共和理工学院","Republic Polytechnic","","","http://rp.edu.sg","","9 Woodlands Ave 9","1.0","有图 (1条)好评（1条）"
"198","峇峇住宅","NUS Baba House","['周二 - 周五上午10:00 - 上午11:00周六下午1:30 - 下午5:00']","","http://babahouse.nus.edu.sg","","157 Neil Road, Singapore 088883, Singapore","1.0","有图 (1条)好评（1条）适合拍照（1人提及）"
"199","纳哥德卡殿","Nagore Durgha Shrine","['全天 (1月1日-12月31日 周一-周日)', '\n']","","","['\n                        纳哥德卡殿，是19世纪20年代首批南印度伊斯兰教徒来到新加坡为自己的信仰打造的，正门上方采用了古典设计风格，层层筑起的雕花栏杆两侧，矗立着高耸尖塔，从底部朝天堆栈14层，最上层再加上一颗洋葱小圆顶，融合了东西方建筑特色。这里早期是南印度伊斯兰教的文化信仰中心，1974年被列为新加坡国家历史古迹。\n                    ']","140 Telok Ayer Street Nagore Dargah Indian Muslim Heritage Centre, Singapore 068604, Singapore","5.0","有图 (4条)好评（2条）中评（3条）离天福宫很近（1人提及）"
"200","太阳花园","","","","http://sbg.org.sg","['\n                        沙漠景观展现出多汁植物和干旱地区的其他植物，从周围郁郁葱葱的绿色热带植物中脱颖而出。\n                    ']","1 Cluny Rd, Singapore 259569","1.0","有图 (1条)好评（1条）"
"201","KidsSTOP™","","['周日 - 周六上午9:30 - 下午1:30下午2:00 - 下午6:00']","","","","21 Jurong Town Hall Road, Singapore 609433, Singapore","1.0","有图 (1条)好评（1条）"
"202","ZhongShan Park","","","","http://www.indesignlive.sg/articles/projects/zhongshan-park-singapore","","Balestier Road, Singapore, Singapore","1.0","好评（1条）"
"203","卫理会教堂","Methodist Church","","","","['\n                        早在50年代，就已经有基督徒涉足于女皇镇，积极宣传天国的福音。后来，这个地区开始兴建组屋，发展成为我国第一个组屋区，人口就越加稠密起来。', '\n本堂于1964年，在新加坡卫理公会华人年议会与英文年议会联合策划下，开始进行筹建圣殿，并特别委任英文年议会的倪天增牧师负责协调。', '\n在建堂期间，两个年议会拨款兴建一个“临时聚会棚”，一方面作为主日崇拜之场所，一方面可以展开布道圣工，领人归主。当时女皇镇华文堂会只有下午的闽语主日崇拜，参加崇拜的人数不多。\n                    ']","70 Barker Road (S)309936, 新加坡 309936","3.0","有图 (2条)好评（2条）中评（1条）"
"204","长老会恩泽堂","","","","","['\n                        长老会恩泽堂(Providence Presbyterian Church Jurong Congregation)前身是乌节路长老会华语聚会，在1968年4月14日复活节主日，于乌节路长老会开始崇拜会，当时只有13人，发展至今天，已有约1800名会友。教会在上帝的恩典 中不断增长，于1995年在武吉巴督设立分会；在2002年，于裕廊和真恩长老会共同成立了恩园特别学校，并设立布道中心。2005年1月1日，乌节路长老会华语聚会自立，正式 命名为长老会恩泽堂。\n                    ']","7 Jurong West Avenue 5, 新加坡 649486","4.0","有图 (1条)好评（2条）中评（2条）"
"205","怡丰城","Vivo City","","","","","1 Harbourfront Walk Vivo City,Singapore 098585, ,Singapore","2.0","中评（2条）"
"206","芽笼士乃市场","Geylang Serai New Market","","","","","1 Geylang Serai Sri Geylang Serai | Geylang Serai Market and Food Centre, Singapore 402001, Singapore","",""
"207","新加坡义安理工学院","Ngee Ann Polytechnic","","","http://np.edu.sg","['\n                        新加坡义安理工学院是一所国立高等院校，是5所政府学院之一，位于新加坡北部，有着便利的交通和舒适的环境。多年以来，义安理工学院凭借着雄厚的师资力量及严谨的校风，吸引着无数的学生。新加坡义安理工学院成立于1963年，是世界一流的综合性政府学院。校园占地35.4公顷，学生16000人，教职员4000人。它是新加坡第一所具有宽带网的理工学院，学生使用手提电脑上课学习，是典型的“无纸化”学院。华语歌坛巨星谭咏麟先生曾就读于该校。\n                    ']","535 Clementi Rd, 新加坡 599489","5.0","好评（3条）中评（1条）差评（1条）"
"208","Esplanade Bridge","","","","","","Singapore 049215, Singapore","2.0","有图 (2条)好评（2条）"
"209","街头艺术","Art from the streets","","","","","6 Bayfront Ave, Singapore 018974 (滨海湾金沙艺术科学博物馆内)","1.0","有图 (1条)好评（1条）"
"210","新加坡番禺会馆","Singapore Poon Yue Association","","","","['\n                        新加坡华人地缘社团。清朝光绪五年（１８７９）创立。首创者为胡旋基（当时任中国总领事，历任新加坡立法院及司法院委员）。宗旨：联络乡谊，团结乡亲，互助互惠，谋求福利。２０世纪２０年代会务日渐冷落。１９４２年新加坡沦陷后,会务停顿。战后恢复活动。１９４８年召开大会决定由覃肇庄主持创办学校，十年后停办。８０年代，对外无联系，内部各项活动几乎信息。１９９１年冬重新改选，会务渐入正轨。第３７届（１９９６－１９９７）理事会理事长为何顺结。\n                    ']","Bukit Pasoh Shop Houses, 281 New Bridge Road Singapore","3.0","有图 (3条)好评（2条）中评（1条）牛车水附近（2人提及）"
"211","Alexandra Technopark","","","","","","Alexandra Rd, 438B","1.0","有图 (1条)好评（1条）"
"212","圣淘沙特快","The Sentosa Express","","","","","No.1 Harbour front walk,Sentosa Island, ,Singapore","1.0","有图 (1条)好评（1条）"
"213","The Cat Museum","","","","","","8 Purvis Street Tan See Swan & Sons Building, Singapore 188587, Singapore","1.0","有图 (1条)好评（1条）"
"214","政府大厦大草场","Padang","","","http://www.yoursingapore.com/content/traveller/en/browse/see-and-do/sports-and-recreation/recreation-spaces/padang.html?TAHotelCode=271","","Between St. Andrew Road and Connaught Drive, Singapore 179682, Singapore","1.0","有图 (1条)好评（1条）"
"215","Golden Mile Tower","","","","http://www.goldenmiletower.com","","6001 Beach Road | District 07, Opposite of Kampong Glam Community Club and beside Golden Mile Complex, Singapore 199589, Singapore","1.0","有图 (1条)好评（1条）"
"216","Maxwell Food Centre","","","","","","1 Kadayanallur St, Singapore 069184, Singapore","1.0","有图 (1条)好评（1条）"
"217","园景广场","Parkview Square","","","","['\n                        Parkview Square的设计灵感来自于纽约1929 年修建的Chanin大厦，大楼的设计特别采用了装饰艺术风格——其外墙糅合了花岗岩、漆艺、青铜与玻璃等装饰元素。Parkview Square坐落于白沙浮广场（Bugis Junction）与热门的阿拉伯街（Arab Street）附近，由美籍顾问James Adam与新加坡DP Architects所联合设计。', '\n作为宏伟和不朽的象征，Parkview Square的露天广场四周环绕着雕塑和塑像，有大量的著名历史人物的青铜肖像。', '\n作为外墙装饰，Parkview Square由怪兽雕像和每位手捧一颗光球的八位壮硕男子的玻璃雕像“守卫”。当然，超凡脱俗，在风靡全球的漫画系列《蝙蝠侠》推出后，当地人甚至冠以Parkview Square“哥谭市”的称号。去甘榜格南（Kampong Glam）的路上，可以远观Parkview Square的高耸结构，也可以在新加坡看到来自漫画书中的建筑。\n                    ']","600 North Bridge Road Parkview Square, Singapore 188778, Singapore","3.0","有图 (1条)好评（1条）中评（2条）在地铁站附近（1人提及）在武吉士地铁站附近（1人提及）"
"218","Chinese Heritage Centre","","","","","","12 Nanyang Dive, Nanyang Technological University, Singapore 637721, Singapore","1.0","有图 (1条)好评（1条）"
"219","千灯寺","Temple of 1,000 Lights (Sakya Muni Buddha Gaya)","","","","","336 Race Course Rd., Singapore, Singapore","2.0","有图 (1条)好评（2条）印度教寺庙（1人提及）"
"220","马拉巴清真寺","Malabar Muslim Jama-Ath","","","http://mmj.org.sg","","471 Victoria Street Singapore","1.0","有图 (1条)好评（1条）"
"221","Lee Kong Chian Natural History Museum","","['10:00-19:00 (1月1日-12月31日 周二-周日)', '\n']","","http://lkcnhm.nus.edu.sg/","","2 Conservatory Drive | National University of Singapore, Singapore 117377, Singapore","1.0","有图 (1条)好评（1条）"
"222","Resorts World Theater","","","","http://www.rwsentosa.com/","","8 Sentosa Gateway Resorts World Sentosa | Resorts World Sentosa, Singapore 098269, Singapore","1.0","好评（1条）适合孩子（1人提及）"
"223","Keppel Bay","","","","","","2 Keppel Bay Vista, Marina at Keppel Bay","1.0","有图 (1条)好评（1条）"
"224","竹脚市场","Zhujiao Centre (Tekka Market)","","","","","665 Serangoon Road,Singapore, ,Singapore","2.0","好评（2条）"
"225","新加坡钱币博物馆","Singapore Coins And Notes Museum","['10:00-20:00 (1月1日-12月31日 周日-周六)', '\n']","","http://www.singaporecoinsandnotesmuseum.com/index1.php","","40 Pagoda Street, Singapore 059199, Singapore","5.0","有图 (1条)好评（4条）中评（1条）"
"226","巴拉湾岛","Palawan Island","","","","","新加坡","1.0","有图 (1条)好评（1条）"
"227","阿尔阿布拉回教堂","Masjid Al-Abrar","","","http://muis.gov.sg","['\n                        在新加坡所有清真寺里，这是建筑样式最简单的一座，由来自南印度的穆斯林移民在此兴建，落成于1855年，外观约占3间店屋的宽度，采用红砖屋瓦，两座白色尖塔耸立左右，尖塔顶端各有一个洋葱造型的小圆顶，除此之外几乎不见任何装饰，相当朴实。\n                    ']","192 Telok Ayer St, Singapore 068635","3.0","有图 (3条)好评（2条）中评（1条）离天福宫很近（1人提及）"
"228","Parkview Museum","","['13:00-19:00 (1月1日-12月31日 周日-周六)', '\n']","","https://www.facebook.com/pg/parkviewmuseumsg","","600 North Bridge Road Parkview Square | Parkview Square Level 3, Singapore 188778, Singapore","1.0","有图 (1条)好评（1条）瑟瑟发抖（1人提及）"
"229","同济医院","Thong Chai Medical Institution","","","http://www.thongchaimedical.org/","","50 Eu Tong Sen Street Thong Chai Medical Institution, Singapore 059803, Singapore","1.0","有图 (1条)好评（1条）"
"230","陣亡紀念碑","Cenotaph","","","http://www.roll-of-honour.com/Overseas/Worldwar1and2memorial.html","","1 Esplanade Drive Esplanade - Theatres On the Bay, Singapore 038981, Singapore","1.0","有图 (1条)好评（1条）"
"231","MCI and MCCY Building","","","","http://www.yoursingapore.com/content/traveller/en/browse/see-and-do/arts-and-entertainment/architecture/mica-building.html?TAHotelCode=70","","140 Hill Street Old Hill Street Police Station, Singapore 179369, Singapore","1.0","有图 (1条)好评（1条）适合拍照（1人提及）"
"232","星和园","Japanese Garden","['05:30-19:00 (1月1日-12月31日 周一-周日)', '\n']","","http://www.nparks.gov.sg","","1 Chinese Garden Rd, Singapore 619795","1.0","有图 (1条)好评（1条）"
"233","SSFW (Spring Summer Fall Winter)","","['12:00-20:00 (1月1日-12月31日 周日-周四)12:00-21:00 (1月1日-12月31日 周五-周六)', '\n']","","","","35 Haji Lane,Singapore 189228, ,Singapore","1.0","有图 (1条)好评（1条）"
"234","福海禅寺","Foo Hai Ch‘an Monastery","","","","['\n                        福海禅寺肇始於一九三五年，由弘宗老和尚所创建。弘宗老出生于台湾，受戒于日本，旋南来星洲布教。一九六一年春，著于重建，而成为巍峨庄严之中国南方式寺院。中国的意境，日本的铜瓦，韩国的钟鼓。佛像皆由中国大师塑造，其中两尊主像，即九点九米高的千手千眼观音菩萨立像，及三点三米高的释迦牟尼佛坐像，承中国大师铸模，日本镀铜，一切皆精益求精，圆满殊胜。', '\n一九九九年，师毅然推动重建，躬自畚筑，劳心悴力，经营缔构，几四载而后成，金容焕烂，绀殿崇宏，讲堂广博，禅室幽深，钟楼鼓楼，僧房客舍，无不毕备，俨然是一大寺。故於二零零四年新春伊始之际，改“福海禅院”为“福海禅寺”。\n                    ']","87 Geylang East Avenue 2, Singapore","1.0","有图 (1条)好评（1条）"
"235","Bedok Reservoir Park","","","","https://www.nparks.gov.sg/","","Along Bedok Reservoir Road | North of Bedok New Town, Singapore, Singapore","1.0","有图 (1条)好评（1条）"
"236","莱佛士城购物中心","","['10:00-23:00 (1月1日-12月31日 周日-周六)', '\n']","","http://www.rafflescity.com.sg/","","252 North Bridge RdSingapore 179101, Singapore","1.0","有图 (1条)好评（1条）"
"237","林谋盛纪念塔","Lim Bo Seng Memorial","['全天 (1月1日-12月31日 周一-周日)', '\n']","","","['\n                        林谋盛纪念塔是一座中式风格的白塔，是为纪念抗日英雄林谋盛而建。林谋盛曾是一名杰出的福建商人，在二战期间积极领导抗日战斗，1944年6月他在日军的严刑拷打下壮烈牺牲，后被中国国民政府追授为陆军少将。\n                    ']","1 Esplanade Drive Esplanade - Theatres On the Bay, Singapore 038981, Singapore","1.0","有图 (1条)好评（1条）"
"238","国家档案馆","National Archives of Singapore","","","","['\n                        Email: nhb_nasreg@nhb.gov.sg', '\nFax: 65 - 6339 3583', '\n', '\n网址：http://www.nhb.gov.sg/\n                    ']","1 Canning Rise Singapore 179868 (off Hill Street)","3.0","有图 (1条)好评（2条）中评（1条）"
"239","龙山寺","Leong San See Temple","","","http://beokeng.com","","371 Race Course Road Little India, Singapore 218641, Singapore","2.0","有图 (2条)好评（2条）"
"240","老钟楼","","","","","['\n                        Old clock tower in Singapore\n                    ']","Singapore","1.0","好评（1条）"
"241","姐妹岛","Sisters' Islands","['每日 24 小时开放']","","http://www.sentosa.com.sg/...","['\n                        姐妹岛（Sisters’Islands）由大小两座岛屿（Big Sister’s Island 与 Little Sister’s Island）组成，它们的占地面积分别为 3.9 公顷与 1.7 公顷，亦是您乐享潜水和露营的完美之地。', '\n传说姐妹岛从前只有一座岛屿，一对姐妹为了逃避海盗头目的掳劫与迫害，在此遭海吞噬，随后岛屿便一分为二 —— 它的名字也是因此而得。两座岛屿间隔了一条狭窄的海峡，岛上郁郁葱葱，水清沙白，广受野餐游客之喜爱。', '\n岛屿附近美丽的珊瑚礁孕育着多种多样的海洋动物，使得这里成为了游泳与潜水爱好者的聚集之地。此外，露营也是乐享悠闲时光的另一绝佳方式，但游客须在出发前先申请许可。\n                    ']","Sisters' Island, Singapore 000703, Singapore","1.0","好评（1条）值得去（1人提及）"
"242","National Design Centre","","['09:00-21:00 (1月1日-12月31日 周日-周六)', '\n']","","http://www.designsingapore.org/NDC","","111 Middle Road National Design Centre, Singapore 188969, Singapore","2.0","有图 (1条)好评（2条）"
"243","新加坡华侨中学","Hwa Chong Institution","","","","['\n                        新加坡华侨中学(Hwa Chong Institution) 原名为新加坡南洋华侨中学(The Chinese High School)，是已故华侨领袖陈嘉庚先生发起，于1919年3月21日在新加坡创办的以中文为教学媒介的学校。今天华侨中学已经是新加坡最顶尖的中学之一，虽然主教语已更改为英语，但依然保持了比较浓厚的中文背景和传统文化。\n                    ']","64 Duchess Ave, Singapore","1.0","中评（1条）"
"244","樟宜礼拜堂与博物馆","The Changi Museum","['09:30-17:00 (1月1日-12月31日 周日-周六)', '\n']","","http://www.changimuseum.com.sg","","1000 Upper Changi Road North, Singapore 507707, Singapore","1.0","有图 (1条)好评（1条）"
"245","贝雅士蓄水池下段","Lower Peirce Reservoir Park","","","http://www.nparks.gov.sg/gardens-parks-and-nature/walks-and-tours/going-on-a-diy-walk#","['\n                        这个蓄水池是新加坡最古老的水库之一，位于麦里芝蓄水池和贝雅士蓄水池上段附近。是全家郊游或者野餐的好去处，蓄水池被绿油油的草地、园林和沼泽包围着的宁静景象与城市的喧闹形成鲜明的对比。\n                    ']","16 Old Upper Thomson Road Sembawang Hills Estate, Singapore 576214, Singapore","1.0","有图 (1条)好评（1条）"
"246","新加坡室内体育场","Singapore indoor stadium","['17:00-次日00:00 (1月1日-12月31日 周一-周二)12:00-次日01:00 (1月1日-12月31日 周五-周六)12:00-次日00:00 (1月1日-12月31日 周日)', '\n']","","","['\n                        新加坡室内体育馆是位于新加坡加冷的一个室内体育馆，由日本设计师丹下健三设计，外形为锥形，内部为无柱结构，是新加坡一处著名的地标建筑。\n                    ']","2 Stadium Walk Kallang Indoor Stadium,#01-06/07/k1,Singapore 397691, ,Singapore","",""
"247","雀替尔印度寺庙","Chettiar Temple","","","","","1 Tank Road Chettiar Temple, Singapore 238058, Singapore","1.0","有图 (1条)中评（1条）"
"248","樟宜海军基地","Changi Naval Base","","","http://mindef.gov.sg","","Tanah Merah Coast Road 新加坡","1.0","有图 (1条)好评（1条）"
"249","直落亚逸街","Telok Ayer Street","","","","","Singapore, Singapore","1.0","好评（1条）牛车水附近（1人提及）"
"250","新加坡美食节","Singapore Food Festival","","","","","7 Smith Street,Chinatown Food Street,Singapore 058921, ,Singapore","2.0","好评（2条）"
"251","Rochester Park","","","","","","Rochester Dr 新加坡","1.0","有图 (1条)好评（1条）"
"252","Rainforest Kidzworld","","['09:00-17:30 (1月1日-12月31日 周一-周日)', '\n']","","","","Unnamed Rd,Singapore","1.0","好评（1条）适合孩子（1人提及）"
"253","Tan Kim Seng Fountain","","","","http://www.ghettosingapore.com/tan-kim-seng-fountain/","","connaught Dr, Singapore, Singapore","1.0","有图 (1条)好评（1条）"
"254","释迦牟尼菩提迦耶寺","Sakya Muni Buddha Gaya Temple","","","http://www.yoursingapore.com/content/traveller/en/browse/see-and-do/culture-and-heritage/places-of-worship/sakya-muni-buddha-gaya-temple.html?TAHotelCode=115","['\n                        也叫千光寺。一座被一连串似乎看不到边的光所包围着、高达15米的佛像。这就是释加牟尼菩提迦耶寺这座简单却又令人印象深刻的建筑的焦点。', '\n营业时间：开放时间：8:00~16:45\n                    ']","366 Race Course Road, Singapore 218638, Singapore","2.0","好评（1条）中评（1条）佛教寺庙（1人提及）不能拍照（1人提及）"
"255","班丹蓄水池","Pandan Reservoir","","","","['\n                        班丹蓄水池位于新加坡的西部。\n                    ']","Pandan Reservoir,Singapore","2.0","中评（1条）差评（1条）人不多（1人提及）"
"256","Gillman Barracks","","['周二 - 周四下午12:00 - 下午7:00周五下午12:00 - 下午9:15周六 - 周日下午12:00 - 下午7:00']","","http://www.gillmanbarracks.com","","9 Lock Road Gillman Barracks, Singapore 108937, Singapore","1.0","有图 (1条)中评（1条）"
"257","Upper Seletar Reservoir","","","","https://www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/upper-seletar-reservoir-park","","Along Old Upper Thomson Road, Singapore, Singapore","1.0","好评（1条）离市区远（1人提及）"
"258","干达哈街","Kandahar Street","","","","","Kandahar St 新加坡","1.0","好评（1条）"
"259","Red Dot Traffic","","","","","['\n                        这座“红”透半边天的殖民风格建筑，在20实际20年代曾是总部，经过改建外观刷成换红色之后，由德国的Red Dot Design Museum在此开设海外分馆，Red Dot Traffic还入驻设计公司，餐厅，酒吧和咖啡屋，白天充满艺术气息，晚上则变成夜店。每逢周末，Red Dot Traffic还会开设二手集市，让新加坡的创意人在此摆摊，展示自己的作品。', '\n价格：美术馆成人新币8元，学生及儿童新币4元，每月第一个周六可免费入馆。营业时间：开放时间：周一、周二、周五11:00~18:00，周六周日11:00~20:00，\n                    ']","28 Maxwell Road, Singapore","1.0","差评（1条）"
"260","River Safari - Reservoir Cruise","","","","http://www.wrs.com.sg/en/singapore-zoo","","80 Mandai Lake Road Singapore Zoological GardensSingapore 729826, Singapore","1.0","有图 (1条)中评（1条）"
"261","The Interlace Condo","","","","http://theinterlace.com.sg","","180 Depot Rd, 新加坡 109684   ","1.0","好评（1条）"
"262","五台山佛公寺","Wu Tai Shan Buddhist Temple","","","","","West Coast Road, 新加坡","1.0","有图 (1条)中评（1条）"
"263","陈瑞献艺术馆","Tan Swie Hian Museum","['星期一至星期五 仅限预约']","","http://www.tomlinson-collection.com /museum1.html","['\n                        陈瑞献艺术馆是由陈瑞琦先生创建的，是新加坡第一家私人艺术场馆，也是世界上为数不多的为纪念在世的艺术家而建的艺术馆之一。场馆质朴而典雅的风格带给我参观的乐趣。\n                    ']","460 Sims Avenue, Singapore 387601, Singapore","1.0","有图 (1条)差评（1条）"
"264","Duo residences","","","","http://  duosingapore.info","","1 Fraser St, Singapore 189350  ","1.0","有图 (1条)好评（1条）"
"265","新加坡乌节路游客中心","Singapore Visitor Centre","['08:30-21:30 (1月1日-12月31日 周日-周六)', '\n']","","http://www.visitsingapore.com/travel-guide-tips/getting-around/tourism-centre.html","","216 Orchard Road Orchard Gateway @ Emerald | Orchard Gateway @ Emerald, Opposite Somerset MRT, Singapore 238898, Singapore","",""
"266","春到河畔迎新春系列活动","River Hongbao","","","","","20 Raffles Avenue The Float @ Marina Bay,The Float @ Marina Bay,Singapore 039805, ,Singapore","",""
"267","马海阿布犹太教堂","Maghain Aboth Synagogue","","","http://www.yoursingapore.com/content/traveller/en/browse/see-and-do/culture-and-heritage/places-of-worship/maghain-aboth-synagogue.html?TAHotelCode=110","['\n                        马海阿布犹太会堂坐落于新加坡中区的滑铁卢街，“马海阿布”意为“父辈之盾”，建造于1878年，为东南亚最古老的犹太会堂，于1998年被列为新加坡国家古迹。', '\n在马海阿布犹太教堂可以了解到新加坡早期犹太居民的一切。尽管附近分布着其它的犹太建筑，而马海阿布仍然是其中最广为人知的一座。', '\n犹太会堂的外表十分简单，内部却拥有极为严谨细致的设计。教堂别致地融合了维多利亚与殖民建筑风格，大理石的地面及大百叶窗与柚木及藤条制作的长椅形成鲜明映衬，为人们带来一种宏大的惊艳之感。', '\n新加坡的小型犹太社区也在这里定期举行集会，此外，这里还会举行犹太节庆，成为新加坡的必游景点。\n                    ']","24/26 Waterloo St,Singapore 新加坡","1.0","有图 (1条)中评（1条）"
"268","Sunflower Garden","","['全天 (1月1日-12月31日 周一-周日)', '\n']","","","","60 Airport Boulevard Singapore 819643 (Changi Airport Terminal 2 Transit","",""
"269","皇后坊","Empress Place Building","['星期一下午 1 点到晚上 7 点', '\n', '\n星期五上午 9 点到晚上 9 点 ', '\n', '\n星期二到星期日上午 9 点至晚上 7 点', '展开全部>']","","http://www.yoursingapore.com/content/traveller/en/browse/see-and-do/arts-and-entertainment/architecture/empress-place-building.html?TAHotelCode=75","['\n                        皇后坊大厦是新加坡最具魅力的古建筑之一 ，位于新加坡河北岸的中央商务区，为一座历史性建筑，从1864年到1920年分为四个阶段完成，于1992年被列为新加坡国家文物，目前是亚洲文明博物馆的一部分。1890年，为了纪念维多利亚女王的统治，这个历史性建筑被命名为皇后坊大厦。', '\n从外表上看，皇后坊大厦为帕拉第奥式建筑，窗户为木百叶窗，屋顶为沥青的粘土瓦，非常具有殖民地时期的古典美，因而吸引了无数移民者的到来。在大厦的内部会看到庄严的房间，高高的天花板，堂皇的圆柱和精致的雕塑及飞檐。1905年新加坡的旅行指南曾经这样评价皇后坊大厦：除了印度的城市外，从大海上空望去，在东方也许没有其他的比皇后坊大厦更加漂亮的建筑了。从这么高的评价可以看出，皇后坊大厦的魅力确实非比寻常，有机会的话，一定要去亲自观赏一下它的魅力之所在。\n                    ']","1 Empress Place Empress Place Building, Singapore 179555, Singapore","",""
"270","樟宜海滩","Changi Beach","","","","","Near Changi Village, Singapore, Singapore","",""
"271","Nyee Phoe Flower Garden","","['每天 上午 9 点到下午 5 点']","","http://nyeephoe.com/","['\n                        Nyee Phoe花园（Nyee Phoe Flower Garden），创立于1911年的最初是一个家族企业，随着不断的发展，现已成为东南亚地区景观设计行业的重要一员。您可在此挑选心仪的植物、水景造型以及假山奇石，在自己的家里创造出另一片清新美丽的小花园。这里不仅历久常新的人造花卉，而且还有娇艳欲滴的天然真花，您可以任意购置。\n                    ']","240 Neo Tiew Crescent, Singapore 718898, Singapore","",""
"272","The Ritz-Carlton Spa","","","","http://www.ritzcarlton.com/en/hotels/singapore/spa","","7 Raffles Avenue, Singapore 039799, Singapore","",""
