"X";"POI";"link";"num_reviews";"address";"translatedContent"
1757;"Sky Gems Watches & Textiles Centre";"https://you.ctrip.com/shopping/singapore53/2287177.html";0;"Kampong Glam Shop Houses, 744 North Bridge Road";"Sky Gems Watches &amp; Textiles Centre"
1758;"Fairmont International Pte Ltd";"https://you.ctrip.com/shopping/singapore53/2287184.html";0;"Textile Centre #08-02, 200 Jalan Sultan";"Fairmont International Pte Ltd"
1759;"Magimix Enteprrise";"https://you.ctrip.com/shopping/singapore53/2287230.html";0;"5001 Beach Road";"Magimix Enteprrise"
1760;"Loo Wang Boy";"https://you.ctrip.com/shopping/singapore53/2287233.html";0;"505 Beach Road";"Loo Wang Boy"
1761;"COCONUT Enterprise Ptd Ltd";"https://you.ctrip.com/shopping/singapore53/2287262.html";0;"809 French Road";"COCONUT Enterprise Ptd Ltd"
1762;"A M Abdul Kader";"https://you.ctrip.com/shopping/singapore53/2287341.html";0;"Pek Kio Market And Food Court Centre #01-01, 41A Cambridge Road";"AM Abdul Kader"
1763;"Hong Soon Department Store";"https://you.ctrip.com/shopping/singapore53/2287355.html";0;"10 Whampoa Drive";"Hong Soon Department Store"
1764;"Legend Components";"https://you.ctrip.com/shopping/singapore53/2287545.html";0;"Pek Chuan Building #03-10, 116 Lavender Street";"Legend Components"
1765;"Richsun Shine Trading";"https://you.ctrip.com/shopping/singapore53/2287607.html";0;"The Salvation Army Kallang Bahru Corps (Demolished) #01-499, 66 Kallang Bahru";"Richsun Shine Trading"
1766;"Bendemeer Store";"https://you.ctrip.com/shopping/singapore53/2287612.html";0;"HDB Bendemeer #01-1018, 43 Bendemeer Road";"Bendemeer Store"
1767;"SK Jewellery";"https://you.ctrip.com/shopping/singapore53/2287694.html";0;"Toa Payoh HDB Hub, 520 Toa Payoh Lorong 6, #01-63";"SK Jewellery"
1768;"215 Dfc";"https://you.ctrip.com/shopping/singapore53/2287711.html";0;"215 Upper Bukit Timah Road";"215 Dfc"
1769;"Universal Bridal Studio";"https://you.ctrip.com/shopping/singapore53/2287725.html";0;"177 Toa Payoh Central";"Universal Bridal Studio"
1770;"Naseema Store";"https://you.ctrip.com/shopping/singapore53/2288786.html";0;"HDB Bedok #01-k1, 712 Bedok Reservoir Road";"Naseema Store"
1771;"7-Eleven";"https://you.ctrip.com/shopping/singapore53/2288832.html";0;"Choa Chu Kang Avenue 4";"7-Eleven"
1772;"Chin Yong Chop";"https://you.ctrip.com/shopping/singapore53/2288848.html";0;"HDB Aljunied Crescent #01-503, 95 Aljunied Crescent";"Chin Yong Chop"
1773;"Yi Yun Department Store";"https://you.ctrip.com/shopping/singapore53/2288960.html";0;"Choa Chu Kang Avenue 4";"Yi Yun Department Store"
1774;"Reliance Media Enterprise";"https://you.ctrip.com/shopping/singapore53/2289009.html";0;"287 Choa Chu Kang Avenue 2";"Reliance Media Enterprise"
1775;"Gee Hup Hin Chop";"https://you.ctrip.com/shopping/singapore53/2289238.html";0;"Serangoon Garden Housing Estate, 8 Kensington Park Road";"Gee Hup Hin Chop"
1776;"Pioneer Auto Exhaust Specialist";"https://you.ctrip.com/shopping/singapore53/2289315.html";0;"3012 Bedok Industrial Park E";"Pioneer Auto Exhaust Specialist"
1777;"Heng Chwee Trading Co";"https://you.ctrip.com/shopping/singapore53/2289328.html";0;"HDB Jurong #01-k1, 437 Jurong West Avenue 1";"Heng Chwee Trading Co"
1778;"Greenways Health & Cosmetics Pte Ltd";"https://you.ctrip.com/shopping/singapore53/2289338.html";0;"167, Jln Bukit Merah, Connection One, Tower 4, #05-08";"Greenways Health &amp; Cosmetics Pte Ltd"
1779;"Chop Seng Cheong";"https://you.ctrip.com/shopping/singapore53/2289470.html";0;"HDB Circuit Road #01-426, 36 Circuit Road";"Chop Seng Cheong"
1780;"Dah Seng Mini Supermarket";"https://you.ctrip.com/shopping/singapore53/2289510.html";0;"541 Jurong West Avenue 1";"Dah Seng Mini Supermarket"
1781;"Lakeside Departmental Store";"https://you.ctrip.com/shopping/singapore53/2289517.html";0;"201 Boon Lay Way, #01-01";"Lakeside Departmental Store"
1782;"Susan Departmental Store";"https://you.ctrip.com/shopping/singapore53/2289646.html";0;"New Market Road Block 32 Food Centre #03-1082, 32 New Market Road";"Susan Departmental Store"
1783;"Da You Deparmtnetal Store Pte Ltd";"https://you.ctrip.com/shopping/singapore53/2289662.html";0;"336 Smith Street";"Da You Deparmtnetal Store Pte Ltd"
1784;"Kong Hap Long Provision Store";"https://you.ctrip.com/shopping/singapore53/2289704.html";0;"MacPherson Gardens #01-809, 51 Circuit Road";"Kong Hap Long Provision Store"
1785;"Silver Star Department Store";"https://you.ctrip.com/shopping/singapore53/2288496.html";0;"122 Bedok North Street 2";"Silver Star Department Store"
1786;"Sunrider Singapore, 仙妮蕾德";"https://you.ctrip.com/shopping/singapore53/2288503.html";0;"84 Bedok North Street 4";"Sunrider Singapore, 仙妮蕾德"
1787;"Kian Sin Departmental Store";"https://you.ctrip.com/shopping/singapore53/2288507.html";0;"Haig Road Block 13 Market #01-157, 13 Haig Road";"Kian Sin Departmental Store"
1788;"Lian Hoe Store";"https://you.ctrip.com/shopping/singapore53/2288624.html";0;"HDB Geylang Branch Office #01-106, 118 Aljunied Avenue 2";"Lian Hoe Store"
1789;"Chung Liu Trading Co";"https://you.ctrip.com/shopping/singapore53/2288638.html";0;"Tanjong Pagar Plaza #02-18, 1 Tanjong Pagar Plaza";"Chung Liu Trading Co"
1790;"Woof Woof";"https://you.ctrip.com/shopping/singapore53/2288724.html";0;"372 Telok Blangah Road";"Woof Woof"
1791;"Naseema Store";"https://you.ctrip.com/shopping/singapore53/2288786.html";0;"HDB Bedok #01-k1, 712 Bedok Reservoir Road";"Naseema Store"
1792;"7-Eleven";"https://you.ctrip.com/shopping/singapore53/2288832.html";0;"Choa Chu Kang Avenue 4";"7-Eleven"
1793;"Chin Yong Chop";"https://you.ctrip.com/shopping/singapore53/2288848.html";0;"HDB Aljunied Crescent #01-503, 95 Aljunied Crescent";"Chin Yong Chop"
1794;"Yi Yun Department Store";"https://you.ctrip.com/shopping/singapore53/2288960.html";0;"Choa Chu Kang Avenue 4";"Yi Yun Department Store"
1795;"Reliance Media Enterprise";"https://you.ctrip.com/shopping/singapore53/2289009.html";0;"287 Choa Chu Kang Avenue 2";"Reliance Media Enterprise"
1796;"Gee Hup Hin Chop";"https://you.ctrip.com/shopping/singapore53/2289238.html";0;"Serangoon Garden Housing Estate, 8 Kensington Park Road";"Gee Hup Hin Chop"
1797;"Pioneer Auto Exhaust Specialist";"https://you.ctrip.com/shopping/singapore53/2289315.html";0;"3012 Bedok Industrial Park E";"Pioneer Auto Exhaust Specialist"
1798;"Heng Chwee Trading Co";"https://you.ctrip.com/shopping/singapore53/2289328.html";0;"HDB Jurong #01-k1, 437 Jurong West Avenue 1";"Heng Chwee Trading Co"
1799;"Greenways Health & Cosmetics Pte Ltd";"https://you.ctrip.com/shopping/singapore53/2289338.html";0;"167, Jln Bukit Merah, Connection One, Tower 4, #05-08";"Greenways Health &amp; Cosmetics Pte Ltd"
1800;"Chop Seng Cheong";"https://you.ctrip.com/shopping/singapore53/2289470.html";0;"HDB Circuit Road #01-426, 36 Circuit Road";"Chop Seng Cheong"
1801;"Dah Seng Mini Supermarket";"https://you.ctrip.com/shopping/singapore53/2289510.html";0;"541 Jurong West Avenue 1";"Dah Seng Mini Supermarket"
1802;"Lakeside Departmental Store";"https://you.ctrip.com/shopping/singapore53/2289517.html";0;"201 Boon Lay Way, #01-01";"Lakeside Departmental Store"
1803;"Susan Departmental Store";"https://you.ctrip.com/shopping/singapore53/2289646.html";0;"New Market Road Block 32 Food Centre #03-1082, 32 New Market Road";"Susan Departmental Store"
1804;"Da You Deparmtnetal Store Pte Ltd";"https://you.ctrip.com/shopping/singapore53/2289662.html";0;"336 Smith Street";"Da You Deparmtnetal Store Pte Ltd"
1805;"Kong Hap Long Provision Store";"https://you.ctrip.com/shopping/singapore53/2289704.html";0;"MacPherson Gardens #01-809, 51 Circuit Road";"Kong Hap Long Provision Store"
1806;"Wong Foong Kwai";"https://you.ctrip.com/shopping/singapore53/2289705.html";0;"MacPherson Gardens #01-359, 64 Circuit Road";"Wong Foong Kwai"
1807;"Ultro Technologies Limited";"https://you.ctrip.com/shopping/singapore53/2289707.html";0;"1 Changi Business Park Avenue 1";"Ultro Technologies Limited"
1808;"Excelpoint Systems (Pte) Ltd";"https://you.ctrip.com/shopping/singapore53/2289711.html";0;"15 Changi Business Park Central 1";"Excelpoint Systems (Pte) Ltd"
1809;"Cheong Foo Kee(seng Kee)";"https://you.ctrip.com/shopping/singapore53/2289718.html";0;"HDB Kreta Ayer #03-03, 334 Kreta Ayer Road";"Cheong Foo Kee(seng Kee)"
1810;"Chew Chin Seng";"https://you.ctrip.com/shopping/singapore53/2289722.html";0;"HDB Tampines #01-296, 282 Tampines Street 22";"Chew Chin Seng"
1811;"Koh Hock Sing";"https://you.ctrip.com/shopping/singapore53/2289726.html";0;"HDB Tampines #01-k1, 286 Tampines Street 22";"Koh Hock Sing"
1812;"Choices";"https://you.ctrip.com/shopping/singapore53/2289749.html";0;"397 Havelock Road";"Choices"
1813;"Chin Heong Bee Trading Co";"https://you.ctrip.com/shopping/singapore53/2289832.html";0;"HDB Tampines #01-1055, 201A Tampines Street 21";"Chin Heong Bee Trading Co"
1814;"7-Eleven";"https://you.ctrip.com/shopping/singapore53/2289887.html";0;"511 Upper Jurong Road";"7-Eleven"
1815;"7-Eleven";"https://you.ctrip.com/shopping/singapore53/2290050.html";0;"826 Jurong West Street 81";"7-Eleven"
1816;"SportsmenAsia";"https://you.ctrip.com/shopping/singapore53/2290066.html";0;"46 Upper Cross Street";"SportsmenAsia"
1817;"Tan Kai Kiang";"https://you.ctrip.com/shopping/singapore53/2290143.html";0;"HDB Tampines #01-91, 137 Tampines Street 11";"Tan Kai Kiang"
1818;"Goh Miah Thong";"https://you.ctrip.com/shopping/singapore53/2290172.html";0;"HDB Tampines #01-343, 505 Tampines Central 1";"Goh Miah Thong"
1819;"7-Eleven";"https://you.ctrip.com/shopping/singapore53/2290304.html";0;"678D Jurong West Street 64";"7-Eleven"
1820;"D&G";"https://you.ctrip.com/shopping/singapore53/2290379.html";0;"Mandarin Gallery, 333a Orchard Road, #01-08/09 & #02-09/10";"D&amp;G"
1821;"Goodsmart";"https://you.ctrip.com/shopping/singapore53/2290381.html";0;"935 Tampines Street 91";"Goodsmart"
1822;"Champion Sports Pte Ltd";"https://you.ctrip.com/shopping/singapore53/2290393.html";0;"3 Coleman Street";"Champion Sports Pte Ltd"
1823;"A. H. Mini Mart";"https://you.ctrip.com/shopping/singapore53/2290398.html";0;"933 Tampines Street 91";"AH Mini Mart"
1824;"Syddall Jewelry";"https://you.ctrip.com/shopping/singapore53/2290489.html";0;"Clemenceau Avenue";"Syddall Jewelry"
1825;"The RiverGate Grocer";"https://you.ctrip.com/shopping/singapore53/2290621.html";0;"95 Robertson Quay";"The RiverGate Grocer"
1826;"Four Seasons Organic Market";"https://you.ctrip.com/shopping/singapore53/2290663.html";0;"#B2-06/07, Great World City 世界城, 1 Kim Seng Promenade, 237994";"Four Seasons Organic Market"
1827;"J T's Fabulous Products";"https://you.ctrip.com/shopping/singapore53/2290711.html";0;"Orchard Plaza #01-72, 150 Orchard Road";"JT&#39;s Fabulous Products"
1828;"Eng Cheong Department Store";"https://you.ctrip.com/shopping/singapore53/2290782.html";0;"Albert Centre Market And Food Centre #03-84, 270 Queen Street";"Eng Cheong Department Store"
1829;"Iecon: Xin Sheng";"https://you.ctrip.com/shopping/singapore53/2290789.html";0;"212 Pasir Ris Street 21";"Iecon: Xin Sheng"
1830;"Xpressflower.com";"https://you.ctrip.com/shopping/singapore53/2292017.html";0;"#03-K12, Causeway Point, 1 Woodlands Square, Singapore 738099";"Xpressflower.com"
1831;"C M M Marketing Management Pte Ltd";"https://you.ctrip.com/shopping/singapore53/2292079.html";0;"3000 Marsiling Road";"CMM Marketing Management Pte Ltd"
1832;"P M Haja Store";"https://you.ctrip.com/shopping/singapore53/2292115.html";0;"HDB Marsiling #01-45, 23 Marsiling Drive";"PM Haja Store"
1833;"Thiam Huat Hup Kee";"https://you.ctrip.com/shopping/singapore53/2292149.html";0;"HDB Ang Mo Kio #01-709, 173 Ang Mo Kio Avenue 4";"Thiam Huat Hup Kee"
1834;"Lim Tong Heng";"https://you.ctrip.com/shopping/singapore53/2292165.html";0;"47 Fernhill Road";"Lim Tong Heng"
1835;"Tong Yann Provision Shop";"https://you.ctrip.com/shopping/singapore53/2292179.html";0;"181 Ang Mo Kio Avenue 5";"Tong Yann Provision Shop"
1836;"CK Department Store";"https://you.ctrip.com/shopping/singapore53/2292232.html";0;"303 Woodlands Street 31";"CK Department Store"
1837;"Lim Tor Seng";"https://you.ctrip.com/shopping/singapore53/2292276.html";0;"HDB Marsiling #01-142, 202 Marsiling Drive";"Lim Tor Seng"
1838;"Lam Seng Huat";"https://you.ctrip.com/shopping/singapore53/2292363.html";0;"18 Jalan Sultan";"Lam Seng Huat"
1839;"Fong Lai Trading";"https://you.ctrip.com/shopping/singapore53/2292380.html";0;"1A Woodlands Centre Road";"Fong Lai Trading"
1840;"Ubi Departmental Store";"https://you.ctrip.com/shopping/singapore53/2292398.html";0;"Ubi Medical Clinic 01-183, 305 Ubi Avenue 1";"Ubi Departmental Store"
1841;"Joo Huat Food Supply";"https://you.ctrip.com/shopping/singapore53/2292473.html";0;"8 Duke's Road";"Joo Huat Food Supply"
1842;"Ho Sin Kong";"https://you.ctrip.com/shopping/singapore53/2292529.html";0;"6A Woodlands Centre Road";"Ho Sin Kong"
1843;"Furrytales Grooming Lodge";"https://you.ctrip.com/shopping/singapore53/2292600.html";0;"HDB Empress #01-11, 8 Empress Road";"Furrytales Grooming Lodge"
1844;"Lee Sin Huat Provision Shop";"https://you.ctrip.com/shopping/singapore53/2292692.html";0;"HDB Ang Mo Kio #01-938, 631 Ang Mo Kio Avenue 4";"Lee Sin Huat Provision Shop"
1845;"42 Store";"https://you.ctrip.com/shopping/singapore53/2292713.html";0;"628 Ang Mo Kio Avenue 4";"42 Store"
1846;"Hua Qiang Trading";"https://you.ctrip.com/shopping/singapore53/2292774.html";0;"146 Potong Pasir Avenue 1";"Hua Qiang Trading"
1847;"Chip Aik Liquor & Co";"https://you.ctrip.com/shopping/singapore53/2292888.html";0;"116 Commonwealth Crescent";"Chip Aik Liquor &amp; Co"
1848;"Yusof B Sulaiman";"https://you.ctrip.com/shopping/singapore53/2292916.html";0;"HDB Bendemeer #01-1457, 45 Bendemeer Road";"Yusof B Sulaiman"
1849;"Dawyn Impex Pte Ltd";"https://you.ctrip.com/shopping/singapore53/2292974.html";0;"73 Kaki Bukit Industrial Terrace";"Dawyn Impex Pte Ltd"
1850;"Sin Huat Seng";"https://you.ctrip.com/shopping/singapore53/2292990.html";0;"HDB Toa Payoh #01-732, 20 Lorong 7 Toa Payoh";"Sin Huat Seng"
1851;"Ek Yong Department Store";"https://you.ctrip.com/shopping/singapore53/2293025.html";0;"HDB Dover #01-131, 32 Dover Road";"Ek Yong Department Store"
1852;"Ng Kee Lin";"https://you.ctrip.com/shopping/singapore53/2293028.html";0;"Lorong 4 Toa Payoh Block 74 Market And Food Centre #02-525, 74 Lorong 4 Toa Payoh";"Ng Kee Lin"
1853;"Sin Hong Heng Department Store";"https://you.ctrip.com/shopping/singapore53/2293103.html";0;"22 Lentor Lane";"Sin Hong Heng Department Store"
1854;"Ong Kim Hai";"https://you.ctrip.com/shopping/singapore53/2293162.html";0;"261 Serangoon Central Drive";"Ong Kim Hai"
1855;"7-Eleven";"https://you.ctrip.com/shopping/singapore53/2293187.html";0;"56 Sembawang Road";"7-Eleven"
1856;"Chia Hiow Choon";"https://you.ctrip.com/shopping/singapore53/2293277.html";0;"HDB Clementi #01-53, 448 Clementi Avenue 3";"Chia Hiow Choon"
1857;"Joe's Mart Market Produce Shop";"https://you.ctrip.com/shopping/singapore53/2293314.html";0;"HDB Hougang #01-261, 644 Hougang Avenue 8";"Joe&#39;s Mart Market Produce Shop"
1858;"How Heng";"https://you.ctrip.com/shopping/singapore53/2293339.html";0;"HDB Ang Mo Kio #01-2674, 505 Ang Mo Kio Avenue 8";"How Heng"
1859;"Mohd s/o Abdul Rahiman";"https://you.ctrip.com/shopping/singapore53/2293368.html";0;"2 Lim Teck Kim Road";"Mohd s/o Abdul Rahiman"
1860;"Fong Lai Trading";"https://you.ctrip.com/shopping/singapore53/2292380.html";0;"1A Woodlands Centre Road";"Fong Lai Trading"
1861;"Ubi Departmental Store";"https://you.ctrip.com/shopping/singapore53/2292398.html";0;"Ubi Medical Clinic 01-183, 305 Ubi Avenue 1";"Ubi Departmental Store"
1862;"Joo Huat Food Supply";"https://you.ctrip.com/shopping/singapore53/2292473.html";0;"8 Duke's Road";"Joo Huat Food Supply"
1863;"Ho Sin Kong";"https://you.ctrip.com/shopping/singapore53/2292529.html";0;"6A Woodlands Centre Road";"Ho Sin Kong"
1864;"Furrytales Grooming Lodge";"https://you.ctrip.com/shopping/singapore53/2292600.html";0;"HDB Empress #01-11, 8 Empress Road";"Furrytales Grooming Lodge"
1865;"Lee Sin Huat Provision Shop";"https://you.ctrip.com/shopping/singapore53/2292692.html";0;"HDB Ang Mo Kio #01-938, 631 Ang Mo Kio Avenue 4";"Lee Sin Huat Provision Shop"
1866;"42 Store";"https://you.ctrip.com/shopping/singapore53/2292713.html";0;"628 Ang Mo Kio Avenue 4";"42 Store"
1867;"Hua Qiang Trading";"https://you.ctrip.com/shopping/singapore53/2292774.html";0;"146 Potong Pasir Avenue 1";"Hua Qiang Trading"
1868;"Chip Aik Liquor & Co";"https://you.ctrip.com/shopping/singapore53/2292888.html";0;"116 Commonwealth Crescent";"Chip Aik Liquor &amp; Co"
1869;"Yusof B Sulaiman";"https://you.ctrip.com/shopping/singapore53/2292916.html";0;"HDB Bendemeer #01-1457, 45 Bendemeer Road";"Yusof B Sulaiman"
1870;"Dawyn Impex Pte Ltd";"https://you.ctrip.com/shopping/singapore53/2292974.html";0;"73 Kaki Bukit Industrial Terrace";"Dawyn Impex Pte Ltd"
1871;"Sin Huat Seng";"https://you.ctrip.com/shopping/singapore53/2292990.html";0;"HDB Toa Payoh #01-732, 20 Lorong 7 Toa Payoh";"Sin Huat Seng"
1872;"Ek Yong Department Store";"https://you.ctrip.com/shopping/singapore53/2293025.html";0;"HDB Dover #01-131, 32 Dover Road";"Ek Yong Department Store"
1873;"Ng Kee Lin";"https://you.ctrip.com/shopping/singapore53/2293028.html";0;"Lorong 4 Toa Payoh Block 74 Market And Food Centre #02-525, 74 Lorong 4 Toa Payoh";"Ng Kee Lin"
1874;"Sin Hong Heng Department Store";"https://you.ctrip.com/shopping/singapore53/2293103.html";0;"22 Lentor Lane";"Sin Hong Heng Department Store"
1875;"Og Services Pte. Ltd.";"https://you.ctrip.com/shopping/singapore53/2294121.html";0;"100 Upper Cross Street";"Og Services Pte. Ltd."
1876;"Joo Hin";"https://you.ctrip.com/shopping/singapore53/2294129.html";0;"HDB Jalan Batu #01-97, 7 Jalan Batu";"Joo Hin"
1877;"Sin Lian Seng";"https://you.ctrip.com/shopping/singapore53/2294147.html";0;"Nawaz Clinic #01-825, 410 Ang Mo Kio Avenue 10";"Sin Lian Seng"
1878;"Leong Huat Chop";"https://you.ctrip.com/shopping/singapore53/2294209.html";0;"531 Upper Cross Street";"Leong Huat Chop"
1879;"Tan Hung Yong";"https://you.ctrip.com/shopping/singapore53/2294212.html";0;"Yishun Ring Road Block 104 Market #01-36, 104 Yishun Ring Road";"Tan Hung Yong"
1880;"Ng Buang Hong";"https://you.ctrip.com/shopping/singapore53/2294217.html";0;"Yishun Ring Road Block 104 Market #01-33, 104 Yishun Ring Road";"Ng Buang Hong"
1881;"7-Eleven";"https://you.ctrip.com/shopping/singapore53/2294235.html";0;"101 Yishun Avenue 5";"7-Eleven"
1882;"Tung Shing";"https://you.ctrip.com/shopping/singapore53/2294346.html";0;"HDB Telok Blangah #01-226, 77 Telok Blangah Drive";"Tung Shing"
1883;"K S Kumar & Co";"https://you.ctrip.com/shopping/singapore53/2294419.html";0;"HDB Telok Blangah #01-113, 61 Telok Blangah Heights";"KS Kumar &amp; Co"
1884;"Avant Properties Pte Ltd";"https://you.ctrip.com/shopping/singapore53/2294502.html";0;"Riverwalk Apartment #b1-18, 20 Upper Circular Road";"Avant Properties Pte Ltd"
1885;"Ang Nan Huat";"https://you.ctrip.com/shopping/singapore53/2294507.html";0;"377 Woodlands Road";"Ang Nan Huat"
1886;"Shenton 2000 Exchange";"https://you.ctrip.com/shopping/singapore53/2294512.html";0;"3A Shenton Way";"Shenton 2000 Exchange"
